"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.5	1	1	1	1	"1;2"	"id_221"	0	2	NA	0	0.68	2
2	0.767135619028316	1	2	1	3	"1;2"	"id_221"	0	2	NA	0	0.68	2
3	1.01680871692407	1	4	1	7	"1;2"	"id_221"	0	2	NA	0	0.68	2
4	0.531899139673861	2	3	1	10	"1;2"	"id_221"	0	2	NA	0	0.68	2
5	0.817283291451023	2	7	1	17	"1;2"	"id_221"	0	2	NA	0	0.68	2
6	1.12952022399537	2	-1	1	16	"1;2"	"id_221"	0	2	NA	0	0.68	2
7	0.698758209273805	1	4	1	20	"1;2"	"id_221"	0	2	NA	0	0.68	2
8	0.778633966528411	1	1	1	21	"1;2"	"id_221"	0	2	NA	0	0.68	2
9	0.708693193523435	1	3	1	24	"1;2"	"id_221"	0	2	NA	0	0.68	2
10	0.734229600089713	1	2	1	26	"1;2"	"id_221"	0	2	NA	0	0.68	2
11	0.969310379819627	1	4	1	30	"1;2"	"id_221"	0	2	NA	0	0.68	2
12	0.853837298861045	2	6	1	36	"1;2"	"id_221"	0	2	NA	0	0.68	2
13	0.964236806764451	1	2	1	38	"1;2"	"id_221"	0	2	NA	0	0.68	2
14	0.902784123503699	1	-1	1	37	"1;2"	"id_221"	0	2	NA	0	0.68	2
15	0.614793019102329	2	1	1	38	"1;2"	"id_221"	0	2	NA	0	0.68	2
16	0.947916184716701	2	4	1	42	"1;2"	"id_221"	0	2	NA	0	0.68	2
17	0.688457697675298	1	4	1	46	"1;2"	"id_221"	0	2	NA	0	0.68	2
18	0.719892045418716	2	6	1	52	"1;2"	"id_221"	0	2	NA	0	0.68	2
19	0.531085134724517	1	0	1	52	"1;2"	"id_221"	0	2	NA	0	0.68	2
20	0.810556800545543	1	2	1	54	"1;2"	"id_221"	0	2	NA	0	0.68	2
1	1.06008138067778	2	-1	2	-1	"1;2"	"id_221"	0	2	NA	0	0.68	2
