"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.951824962890867	2	4	1	4	"2;1"	"id_268"	100	4	6	0	1.2	1
2	1.02149919072891	1	2	1	6	"2;1"	"id_268"	100	4	6	0	1.2	1
3	1.26659896808315	2	7	1	13	"2;1"	"id_268"	100	4	6	0	1.2	1
4	0.53052760726485	1	1	1	14	"2;1"	"id_268"	100	4	6	0	1.2	1
5	0.737184723090953	2	0	1	14	"2;1"	"id_268"	100	4	6	0	1.2	1
6	0.89099735169076	2	0	1	14	"2;1"	"id_268"	100	4	6	0	1.2	1
7	0.820521877643788	2	2	1	16	"2;1"	"id_268"	100	4	6	0	1.2	1
8	0.627029909130175	2	1	1	17	"2;1"	"id_268"	100	4	6	0	1.2	1
9	1.01591587414375	2	4	1	21	"2;1"	"id_268"	100	4	6	0	1.2	1
10	0.842302404654359	2	3	1	24	"2;1"	"id_268"	100	4	6	0	1.2	1
11	0.691258085541562	2	4	1	28	"2;1"	"id_268"	100	4	6	0	1.2	1
12	0.720423685684663	2	3	1	31	"2;1"	"id_268"	100	4	6	0	1.2	1
13	0.904370518478102	1	6	1	37	"2;1"	"id_268"	100	4	6	0	1.2	1
14	1.03649241807851	1	3	1	40	"2;1"	"id_268"	100	4	6	0	1.2	1
15	0.5	1	4	1	44	"2;1"	"id_268"	100	4	6	0	1.2	1
16	1.02772702752512	1	2	1	46	"2;1"	"id_268"	100	4	6	0	1.2	1
17	1.0651481940708	2	3	1	49	"2;1"	"id_268"	100	4	6	0	1.2	1
18	1.21413013133697	2	3	1	52	"2;1"	"id_268"	100	4	6	0	1.2	1
19	0.5	2	2	1	54	"2;1"	"id_268"	100	4	6	0	1.2	1
20	0.948432744628641	1	-2	1	52	"2;1"	"id_268"	100	4	6	0	1.2	1
1	0.672948160165248	1	7	2	7	"2;1"	"id_268"	100	4	6	0	1.2	1
2	1.18674603411167	2	2	2	9	"2;1"	"id_268"	100	4	6	0	1.2	1
3	0.5	1	15	2	24	"2;1"	"id_268"	100	4	6	0	1.2	1
4	0.576949622496188	1	15	2	39	"2;1"	"id_268"	100	4	6	0	1.2	1
5	0.66084667552215	1	2	2	41	"2;1"	"id_268"	100	4	6	0	1.2	1
6	1.07354814822049	1	18	2	59	"2;1"	"id_268"	100	4	6	0	1.2	1
7	0.674995641582199	2	0	2	59	"2;1"	"id_268"	100	4	6	0	1.2	1
8	1.18629290930967	2	3	2	62	"2;1"	"id_268"	100	4	6	0	1.2	1
9	0.968306726148074	1	-7	2	55	"2;1"	"id_268"	100	4	6	0	1.2	1
10	1.33426689257928	1	18	2	73	"2;1"	"id_268"	100	4	6	0	1.2	1
11	0.999135745817789	1	0	2	73	"2;1"	"id_268"	100	4	6	0	1.2	1
12	0.766788305775926	2	2	2	75	"2;1"	"id_268"	100	4	6	0	1.2	1
