"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.776066023977641	1	6	1	6	"1;2"	"id_331"	0	1	NA	0	1.27	3
2	0.743504830415816	1	5	1	11	"1;2"	"id_331"	0	1	NA	0	1.27	3
3	0.796432785725997	1	1	1	12	"1;2"	"id_331"	0	1	NA	0	1.27	3
4	1.09341261863373	1	-1	1	11	"1;2"	"id_331"	0	1	NA	0	1.27	3
5	0.5	2	5	1	16	"1;2"	"id_331"	0	1	NA	0	1.27	3
6	0.896497782027379	2	2	1	18	"1;2"	"id_331"	0	1	NA	0	1.27	3
7	1.04209167498431	2	5	1	23	"1;2"	"id_331"	0	1	NA	0	1.27	3
8	0.751443230355479	2	0	1	23	"1;2"	"id_331"	0	1	NA	0	1.27	3
9	1.05559101937046	2	3	1	26	"1;2"	"id_331"	0	1	NA	0	1.27	3
10	0.933984649191055	2	3	1	29	"1;2"	"id_331"	0	1	NA	0	1.27	3
11	1.00957883167032	1	-1	1	28	"1;2"	"id_331"	0	1	NA	0	1.27	3
12	1.05337063975582	2	4	1	32	"1;2"	"id_331"	0	1	NA	0	1.27	3
13	0.651326284381195	2	3	1	35	"1;2"	"id_331"	0	1	NA	0	1.27	3
14	0.599727255200045	2	6	1	41	"1;2"	"id_331"	0	1	NA	0	1.27	3
15	1.11238174014238	2	4	1	45	"1;2"	"id_331"	0	1	NA	0	1.27	3
16	0.702852251254053	2	-1	1	44	"1;2"	"id_331"	0	1	NA	0	1.27	3
17	0.791708011119997	2	6	1	50	"1;2"	"id_331"	0	1	NA	0	1.27	3
18	0.725018429439682	2	2	1	52	"1;2"	"id_331"	0	1	NA	0	1.27	3
19	0.546324627356644	2	1	1	53	"1;2"	"id_331"	0	1	NA	0	1.27	3
20	0.634614904748403	1	6	1	59	"1;2"	"id_331"	0	1	NA	0	1.27	3
1	0.896355171020217	1	-1	2	-1	"2;1"	"id_331"	0	1	NA	0	1.27	3
2	1.09739604420817	2	3	2	2	"2;1"	"id_331"	0	1	NA	0	1.27	3
3	0.890417036514756	1	1	2	3	"2;1"	"id_331"	0	1	NA	0	1.27	3
4	0.8429948320935	2	2	2	5	"2;1"	"id_331"	0	1	NA	0	1.27	3
5	0.560140516705561	2	5	2	10	"2;1"	"id_331"	0	1	NA	0	1.27	3
6	0.612628725895241	1	23	2	33	"2;1"	"id_331"	0	1	NA	0	1.27	3
7	0.5	2	6	2	39	"2;1"	"id_331"	0	1	NA	0	1.27	3
8	1.18453689112419	2	3	2	42	"2;1"	"id_331"	0	1	NA	0	1.27	3
9	1.03259880129001	2	5	2	47	"2;1"	"id_331"	0	1	NA	0	1.27	3
10	0.5	2	2	2	49	"2;1"	"id_331"	0	1	NA	0	1.27	3
11	0.680005382163639	2	5	2	54	"2;1"	"id_331"	0	1	NA	0	1.27	3
12	0.545606182276312	2	7	2	61	"2;1"	"id_331"	0	1	NA	0	1.27	3
13	0.5	2	6	2	67	"2;1"	"id_331"	0	1	NA	0	1.27	3
14	0.900078159713749	1	2	2	69	"2;1"	"id_331"	0	1	NA	0	1.27	3
15	0.632500697383609	2	1	2	70	"2;1"	"id_331"	0	1	NA	0	1.27	3
16	0.5	2	6	2	76	"2;1"	"id_331"	0	1	NA	0	1.27	3
17	0.877463929119566	2	5	2	81	"2;1"	"id_331"	0	1	NA	0	1.27	3
18	0.5	1	13	2	94	"2;1"	"id_331"	0	1	NA	0	1.27	3
19	0.648863143088225	1	20	2	114	"2;1"	"id_331"	0	1	NA	0	1.27	3
20	0.931376256857206	2	3	2	117	"2;1"	"id_331"	0	1	NA	0	1.27	3
21	0.530352994504842	2	8	2	125	"2;1"	"id_331"	0	1	NA	0	1.27	3
22	0.5	1	4	2	129	"2;1"	"id_331"	0	1	NA	0	1.27	3
23	0.699256981669408	1	10	2	139	"2;1"	"id_331"	0	1	NA	0	1.27	3
24	0.5	2	1	2	140	"2;1"	"id_331"	0	1	NA	0	1.27	3
25	0.5	1	-3	2	137	"2;1"	"id_331"	0	1	NA	0	1.27	3
1	1.09538628451431	2	2	3	2	"2;1"	"id_331"	0	1	NA	0	1.27	3
2	1.170449753967	2	4	3	6	"2;1"	"id_331"	0	1	NA	0	1.27	3
3	0.812268228856902	2	6	3	12	"2;1"	"id_331"	0	1	NA	0	1.27	3
4	0.5	2	5	3	17	"2;1"	"id_331"	0	1	NA	0	1.27	3
5	0.898692986086048	2	3	3	20	"2;1"	"id_331"	0	1	NA	0	1.27	3
6	1.02465392713868	1	20	3	40	"2;1"	"id_331"	0	1	NA	0	1.27	3
7	0.603543287469444	1	-6	3	34	"2;1"	"id_331"	0	1	NA	0	1.27	3
8	0.5	2	5	3	39	"2;1"	"id_331"	0	1	NA	0	1.27	3
9	0.536266274962349	2	-2	3	37	"2;1"	"id_331"	0	1	NA	0	1.27	3
10	0.503635289951788	2	6	3	43	"2;1"	"id_331"	0	1	NA	0	1.27	3
11	1.17128402227576	2	2	3	45	"2;1"	"id_331"	0	1	NA	0	1.27	3
12	0.661249168292439	2	4	3	49	"2;1"	"id_331"	0	1	NA	0	1.27	3
13	0.794007485066995	2	3	3	52	"2;1"	"id_331"	0	1	NA	0	1.27	3
14	0.519945241642537	1	30	3	82	"2;1"	"id_331"	0	1	NA	0	1.27	3
15	0.722702186253508	2	3	3	85	"2;1"	"id_331"	0	1	NA	0	1.27	3
16	1.23808550281122	2	5	3	90	"2;1"	"id_331"	0	1	NA	0	1.27	3
17	0.76243765665417	1	-4	3	86	"2;1"	"id_331"	0	1	NA	0	1.27	3
18	0.528796592284914	1	18	3	104	"2;1"	"id_331"	0	1	NA	0	1.27	3
19	0.735398444574407	2	1	3	105	"2;1"	"id_331"	0	1	NA	0	1.27	3
20	0.720647660546435	2	5	3	110	"2;1"	"id_331"	0	1	NA	0	1.27	3
21	0.855678899402198	2	9	3	119	"2;1"	"id_331"	0	1	NA	0	1.27	3
22	0.516770415188831	2	3	3	122	"2;1"	"id_331"	0	1	NA	0	1.27	3
23	0.988721192368497	2	1	3	123	"2;1"	"id_331"	0	1	NA	0	1.27	3
24	0.752224330179476	1	-10	3	113	"2;1"	"id_331"	0	1	NA	0	1.27	3
25	0.854040977517382	1	-6	3	107	"2;1"	"id_331"	0	1	NA	0	1.27	3
1	1.26001155033799	1	13	4	13	"2;1"	"id_331"	0	1	NA	0	1.27	3
2	0.553370095912364	1	9	4	22	"2;1"	"id_331"	0	1	NA	0	1.27	3
3	1.09943975929145	1	13	4	35	"2;1"	"id_331"	0	1	NA	0	1.27	3
4	0.606486524662525	1	14	4	49	"2;1"	"id_331"	0	1	NA	0	1.27	3
5	0.726522745824934	1	8	4	57	"2;1"	"id_331"	0	1	NA	0	1.27	3
6	1.06927599442589	1	11	4	68	"2;1"	"id_331"	0	1	NA	0	1.27	3
7	0.836966235026412	1	27	4	95	"2;1"	"id_331"	0	1	NA	0	1.27	3
8	1.01701534408582	2	4	4	99	"2;1"	"id_331"	0	1	NA	0	1.27	3
9	1.25472163548134	1	6	4	105	"2;1"	"id_331"	0	1	NA	0	1.27	3
10	0.812945465112053	1	3	4	108	"2;1"	"id_331"	0	1	NA	0	1.27	3
11	0.891644861152448	2	3	4	111	"2;1"	"id_331"	0	1	NA	0	1.27	3
12	0.664767196139429	1	-6	4	105	"2;1"	"id_331"	0	1	NA	0	1.27	3
13	1.02410062828821	2	5	4	110	"2;1"	"id_331"	0	1	NA	0	1.27	3
14	0.70810414291607	2	3	4	113	"2;1"	"id_331"	0	1	NA	0	1.27	3
15	0.668731066024636	2	5	4	118	"2;1"	"id_331"	0	1	NA	0	1.27	3
16	0.629697051065792	2	6	4	124	"2;1"	"id_331"	0	1	NA	0	1.27	3
17	1.16298346314944	2	1	4	125	"2;1"	"id_331"	0	1	NA	0	1.27	3
18	0.753666339158688	2	7	4	132	"2;1"	"id_331"	0	1	NA	0	1.27	3
19	0.573080641590663	2	4	4	136	"2;1"	"id_331"	0	1	NA	0	1.27	3
20	0.861300346554837	2	4	4	140	"2;1"	"id_331"	0	1	NA	0	1.27	3
21	1.00575420998633	2	5	4	145	"2;1"	"id_331"	0	1	NA	0	1.27	3
22	1.11409913963087	1	3	4	148	"2;1"	"id_331"	0	1	NA	0	1.27	3
23	0.5	1	1	4	149	"2;1"	"id_331"	0	1	NA	0	1.27	3
24	0.5	2	1	4	150	"2;1"	"id_331"	0	1	NA	0	1.27	3
25	1.03521527032645	2	9	4	159	"2;1"	"id_331"	0	1	NA	0	1.27	3
1	0.5	1	0	5	0	"1;2"	"id_331"	0	1	NA	0	1.27	3
2	0.61794839266924	2	2	5	2	"1;2"	"id_331"	0	1	NA	0	1.27	3
3	1.01841397092686	2	8	5	10	"1;2"	"id_331"	0	1	NA	0	1.27	3
4	0.5	2	-1	5	9	"1;2"	"id_331"	0	1	NA	0	1.27	3
5	1.10799213599916	2	-3	5	6	"1;2"	"id_331"	0	1	NA	0	1.27	3
6	0.911238139854085	1	1	5	7	"1;2"	"id_331"	0	1	NA	0	1.27	3
7	1.09489057710763	1	0	5	7	"1;2"	"id_331"	0	1	NA	0	1.27	3
8	1.18461901142264	2	-11	5	-4	"1;2"	"id_331"	0	1	NA	0	1.27	3
9	0.518100938390697	1	8	5	4	"1;2"	"id_331"	0	1	NA	0	1.27	3
10	0.5	1	1	5	5	"1;2"	"id_331"	0	1	NA	0	1.27	3
11	0.780717135976216	1	7	5	12	"1;2"	"id_331"	0	1	NA	0	1.27	3
12	0.675745402332565	1	4	5	16	"1;2"	"id_331"	0	1	NA	0	1.27	3
13	0.529627435264438	1	2	5	18	"1;2"	"id_331"	0	1	NA	0	1.27	3
14	0.996998826727333	1	-1	5	17	"1;2"	"id_331"	0	1	NA	0	1.27	3
15	0.842137942553444	2	12	5	29	"1;2"	"id_331"	0	1	NA	0	1.27	3
16	1.12834729817156	1	2	5	31	"1;2"	"id_331"	0	1	NA	0	1.27	3
17	0.954422758675059	2	11	5	42	"1;2"	"id_331"	0	1	NA	0	1.27	3
18	0.626212533516232	1	4	5	46	"1;2"	"id_331"	0	1	NA	0	1.27	3
19	0.672900467493476	1	7	5	53	"1;2"	"id_331"	0	1	NA	0	1.27	3
20	0.811165199620072	1	6	5	59	"1;2"	"id_331"	0	1	NA	0	1.27	3
21	1.03246858961013	2	-12	5	47	"1;2"	"id_331"	0	1	NA	0	1.27	3
22	0.803587777445176	1	7	5	54	"1;2"	"id_331"	0	1	NA	0	1.27	3
23	0.5	1	4	5	58	"1;2"	"id_331"	0	1	NA	0	1.27	3
24	1.1226354551989	1	1	5	59	"1;2"	"id_331"	0	1	NA	0	1.27	3
25	0.717391504236101	1	4	5	63	"1;2"	"id_331"	0	1	NA	0	1.27	3
1	0.718765120785077	2	5	6	5	"2;1"	"id_331"	0	1	NA	0	1.27	3
2	0.5	2	7	6	12	"2;1"	"id_331"	0	1	NA	0	1.27	3
3	1.26052628875544	2	0	6	12	"2;1"	"id_331"	0	1	NA	0	1.27	3
4	0.5	2	6	6	18	"2;1"	"id_331"	0	1	NA	0	1.27	3
5	1.01663413770101	2	5	6	23	"2;1"	"id_331"	0	1	NA	0	1.27	3
6	0.964638120119554	2	8	6	31	"2;1"	"id_331"	0	1	NA	0	1.27	3
7	0.869737441435356	2	3	6	34	"2;1"	"id_331"	0	1	NA	0	1.27	3
8	0.74838399634492	2	6	6	40	"2;1"	"id_331"	0	1	NA	0	1.27	3
9	0.627526838937091	1	1	6	41	"2;1"	"id_331"	0	1	NA	0	1.27	3
10	1.20363410980613	2	6	6	47	"2;1"	"id_331"	0	1	NA	0	1.27	3
11	0.657931469566869	1	-2	6	45	"2;1"	"id_331"	0	1	NA	0	1.27	3
12	0.585832316187989	1	7	6	52	"2;1"	"id_331"	0	1	NA	0	1.27	3
13	1.09533846327357	2	5	6	57	"2;1"	"id_331"	0	1	NA	0	1.27	3
14	1.08562747403413	2	7	6	64	"2;1"	"id_331"	0	1	NA	0	1.27	3
15	0.726915739815486	2	2	6	66	"2;1"	"id_331"	0	1	NA	0	1.27	3
16	1.41297937801785	2	3	6	69	"2;1"	"id_331"	0	1	NA	0	1.27	3
17	0.677180716213182	2	3	6	72	"2;1"	"id_331"	0	1	NA	0	1.27	3
18	0.573432106735042	2	6	6	78	"2;1"	"id_331"	0	1	NA	0	1.27	3
19	1.22353088140892	1	8	6	86	"2;1"	"id_331"	0	1	NA	0	1.27	3
20	1.37715448092988	2	3	6	89	"2;1"	"id_331"	0	1	NA	0	1.27	3
21	1.15862785361818	1	22	6	111	"2;1"	"id_331"	0	1	NA	0	1.27	3
22	1.05046213706685	1	-14	6	97	"2;1"	"id_331"	0	1	NA	0	1.27	3
23	0.757421548956264	1	-12	6	85	"2;1"	"id_331"	0	1	NA	0	1.27	3
24	0.90863259587071	2	4	6	89	"2;1"	"id_331"	0	1	NA	0	1.27	3
25	0.929264782073181	1	-4	6	85	"2;1"	"id_331"	0	1	NA	0	1.27	3
1	0.75059904965176	1	1	7	1	"1;2"	"id_331"	0	1	NA	0	1.27	3
2	0.580886475526676	2	-12	7	-11	"1;2"	"id_331"	0	1	NA	0	1.27	3
3	0.5	1	2	7	-9	"1;2"	"id_331"	0	1	NA	0	1.27	3
4	0.916543530671177	2	11	7	2	"1;2"	"id_331"	0	1	NA	0	1.27	3
5	0.760039271055185	2	19	7	21	"1;2"	"id_331"	0	1	NA	0	1.27	3
6	0.73402422329204	1	2	7	23	"1;2"	"id_331"	0	1	NA	0	1.27	3
7	1.20308919407603	1	2	7	25	"1;2"	"id_331"	0	1	NA	0	1.27	3
8	0.762156329273171	1	6	7	31	"1;2"	"id_331"	0	1	NA	0	1.27	3
