"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.800667566485585	2	3	1	3	"1;2"	"id_219"	0	3	NA	3	0.62	1
2	0.74321743212299	2	4	1	7	"1;2"	"id_219"	0	3	NA	3	0.62	1
3	0.769389240760534	2	3	1	10	"1;2"	"id_219"	0	3	NA	3	0.62	1
4	0.698536931694703	2	2	1	12	"1;2"	"id_219"	0	3	NA	3	0.62	1
5	0.902591859662033	2	4	1	16	"1;2"	"id_219"	0	3	NA	3	0.62	1
6	0.5	1	3	1	19	"1;2"	"id_219"	0	3	NA	3	0.62	1
7	0.985910712769352	2	1	1	20	"1;2"	"id_219"	0	3	NA	3	0.62	1
8	0.981892404075339	2	5	1	25	"1;2"	"id_219"	0	3	NA	3	0.62	1
9	0.5	2	6	1	31	"1;2"	"id_219"	0	3	NA	3	0.62	1
10	0.541999356398719	2	4	1	35	"1;2"	"id_219"	0	3	NA	3	0.62	1
11	0.714988949448028	1	5	1	40	"1;2"	"id_219"	0	3	NA	3	0.62	1
12	0.74429235948159	2	1	1	41	"1;2"	"id_219"	0	3	NA	3	0.62	1
13	0.5	2	4	1	45	"1;2"	"id_219"	0	3	NA	3	0.62	1
14	0.5	2	1	1	46	"1;2"	"id_219"	0	3	NA	3	0.62	1
15	1.01515127043904	2	2	1	48	"1;2"	"id_219"	0	3	NA	3	0.62	1
16	0.558491447831833	2	3	1	51	"1;2"	"id_219"	0	3	NA	3	0.62	1
17	0.998107293925372	2	3	1	54	"1;2"	"id_219"	0	3	NA	3	0.62	1
18	0.786655429999795	2	1	1	55	"1;2"	"id_219"	0	3	NA	3	0.62	1
19	0.874871982957629	2	3	1	58	"1;2"	"id_219"	0	3	NA	3	0.62	1
20	0.907754257996401	2	3	1	61	"1;2"	"id_219"	0	3	NA	3	0.62	1
1	0.75123142678	2	4	2	4	"2;1"	"id_219"	0	3	NA	3	0.62	1
2	0.874242064633575	1	-14	2	-10	"2;1"	"id_219"	0	3	NA	3	0.62	1
3	0.819511485381645	2	7	2	-3	"2;1"	"id_219"	0	3	NA	3	0.62	1
4	0.652262720677602	2	2	2	-1	"2;1"	"id_219"	0	3	NA	3	0.62	1
5	0.731896319933943	2	1	2	0	"2;1"	"id_219"	0	3	NA	3	0.62	1
6	0.611476364315525	2	0	2	0	"2;1"	"id_219"	0	3	NA	3	0.62	1
7	1.09407464841634	2	1	2	1	"2;1"	"id_219"	0	3	NA	3	0.62	1
8	0.747699701359716	2	0	2	1	"2;1"	"id_219"	0	3	NA	3	0.62	1
9	0.5	2	-2	2	-1	"2;1"	"id_219"	0	3	NA	3	0.62	1
10	0.631709781952354	2	4	2	3	"2;1"	"id_219"	0	3	NA	3	0.62	1
11	1.0591756509391	1	12	2	15	"2;1"	"id_219"	0	3	NA	3	0.62	1
12	0.802495284101143	2	4	2	19	"2;1"	"id_219"	0	3	NA	3	0.62	1
13	0.937962913814991	2	6	2	25	"2;1"	"id_219"	0	3	NA	3	0.62	1
14	0.820616087374422	2	4	2	29	"2;1"	"id_219"	0	3	NA	3	0.62	1
15	1.01691517156811	2	0	2	29	"2;1"	"id_219"	0	3	NA	3	0.62	1
16	0.857679462311891	2	3	2	32	"2;1"	"id_219"	0	3	NA	3	0.62	1
17	0.696411340677316	2	-3	2	29	"2;1"	"id_219"	0	3	NA	3	0.62	1
18	1.10947096631261	1	-9	2	20	"2;1"	"id_219"	0	3	NA	3	0.62	1
19	1.56687438123937	1	-7	2	13	"2;1"	"id_219"	0	3	NA	3	0.62	1
20	1.01620251680317	2	5	2	18	"2;1"	"id_219"	0	3	NA	3	0.62	1
21	1.05277054713983	1	2	2	20	"2;1"	"id_219"	0	3	NA	3	0.62	1
22	0.751392160058213	2	6	2	26	"2;1"	"id_219"	0	3	NA	3	0.62	1
23	1.36918396355216	2	3	2	29	"2;1"	"id_219"	0	3	NA	3	0.62	1
24	0.939844571760131	2	3	2	32	"2;1"	"id_219"	0	3	NA	3	0.62	1
25	0.869325876256779	1	1	2	33	"2;1"	"id_219"	0	3	NA	3	0.62	1
1	0.766941938971711	1	-4	3	-4	"2;1"	"id_219"	0	3	NA	3	0.62	1
2	0.903444983156406	1	-14	3	-18	"2;1"	"id_219"	0	3	NA	3	0.62	1
3	0.992285737776818	1	0	3	-18	"2;1"	"id_219"	0	3	NA	3	0.62	1
4	0.894782470963295	2	5	3	-13	"2;1"	"id_219"	0	3	NA	3	0.62	1
5	0.822395208561441	1	12	3	-1	"2;1"	"id_219"	0	3	NA	3	0.62	1
6	0.661555018287084	2	3	3	2	"2;1"	"id_219"	0	3	NA	3	0.62	1
7	0.69892773333832	2	0	3	2	"2;1"	"id_219"	0	3	NA	3	0.62	1
8	1.20666325784449	2	-2	3	0	"2;1"	"id_219"	0	3	NA	3	0.62	1
9	0.50640520485523	1	0	3	0	"2;1"	"id_219"	0	3	NA	3	0.62	1
10	0.5	1	2	3	2	"2;1"	"id_219"	0	3	NA	3	0.62	1
11	0.5	1	-12	3	-10	"2;1"	"id_219"	0	3	NA	3	0.62	1
12	0.969355053594115	2	2	3	-8	"2;1"	"id_219"	0	3	NA	3	0.62	1
13	0.5	1	12	3	4	"2;1"	"id_219"	0	3	NA	3	0.62	1
14	0.5	1	-13	3	-9	"2;1"	"id_219"	0	3	NA	3	0.62	1
15	0.74385543166447	2	2	3	-7	"2;1"	"id_219"	0	3	NA	3	0.62	1
16	1.11920463017707	2	0	3	-7	"2;1"	"id_219"	0	3	NA	3	0.62	1
17	0.765355500407488	2	1	3	-6	"2;1"	"id_219"	0	3	NA	3	0.62	1
18	0.975593609391227	1	4	3	-2	"2;1"	"id_219"	0	3	NA	3	0.62	1
19	0.870880692825304	1	15	3	13	"2;1"	"id_219"	0	3	NA	3	0.62	1
20	0.5	1	-7	3	6	"2;1"	"id_219"	0	3	NA	3	0.62	1
21	1.10917800278396	2	0	3	6	"2;1"	"id_219"	0	3	NA	3	0.62	1
