"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.834575460610258	1	4	1	4	"1;2"	"id_446"	100	5	3	0	0.6	2
2	1.08226159032908	2	2	1	6	"1;2"	"id_446"	100	5	3	0	0.6	2
3	1.33939088633921	2	1	1	7	"1;2"	"id_446"	100	5	3	0	0.6	2
4	0.624770041555514	1	4	1	11	"1;2"	"id_446"	100	5	3	0	0.6	2
5	0.918945159193972	1	3	1	14	"1;2"	"id_446"	100	5	3	0	0.6	2
6	0.521533902673287	2	2	1	16	"1;2"	"id_446"	100	5	3	0	0.6	2
7	0.5	2	2	1	18	"1;2"	"id_446"	100	5	3	0	0.6	2
8	0.838618516917796	2	5	1	23	"1;2"	"id_446"	100	5	3	0	0.6	2
9	0.95499678414406	2	6	1	29	"1;2"	"id_446"	100	5	3	0	0.6	2
10	0.644119083778498	1	3	1	32	"1;2"	"id_446"	100	5	3	0	0.6	2
11	1.38636359090973	1	1	1	33	"1;2"	"id_446"	100	5	3	0	0.6	2
12	1.24355041949429	2	5	1	38	"1;2"	"id_446"	100	5	3	0	0.6	2
13	0.528071710375791	1	5	1	43	"1;2"	"id_446"	100	5	3	0	0.6	2
14	0.791284861442738	2	2	1	45	"1;2"	"id_446"	100	5	3	0	0.6	2
15	0.808197236224796	1	4	1	49	"1;2"	"id_446"	100	5	3	0	0.6	2
16	0.693773742866913	2	4	1	53	"1;2"	"id_446"	100	5	3	0	0.6	2
17	0.55592830423707	2	7	1	60	"1;2"	"id_446"	100	5	3	0	0.6	2
18	0.514791340238222	1	6	1	66	"1;2"	"id_446"	100	5	3	0	0.6	2
19	0.880330261012418	2	2	1	68	"1;2"	"id_446"	100	5	3	0	0.6	2
20	1.21152586276369	1	4	1	72	"1;2"	"id_446"	100	5	3	0	0.6	2
1	1.38612660864472	2	11	2	11	"2;1"	"id_446"	100	5	3	0	0.6	2
2	1.02787283629583	1	11	2	22	"2;1"	"id_446"	100	5	3	0	0.6	2
3	0.745321473813874	2	2	2	24	"2;1"	"id_446"	100	5	3	0	0.6	2
4	0.926217175323689	2	1	2	25	"2;1"	"id_446"	100	5	3	0	0.6	2
5	0.720062098458291	2	7	2	32	"2;1"	"id_446"	100	5	3	0	0.6	2
6	0.554261850490223	2	6	2	38	"2;1"	"id_446"	100	5	3	0	0.6	2
7	0.5	2	0	2	38	"2;1"	"id_446"	100	5	3	0	0.6	2
8	0.866472946452247	2	2	2	40	"2;1"	"id_446"	100	5	3	0	0.6	2
9	0.5	1	6	2	46	"2;1"	"id_446"	100	5	3	0	0.6	2
10	0.75196395550651	1	22	2	68	"2;1"	"id_446"	100	5	3	0	0.6	2
11	0.507946951615212	1	1	2	69	"2;1"	"id_446"	100	5	3	0	0.6	2
12	0.526053839921055	2	7	2	76	"2;1"	"id_446"	100	5	3	0	0.6	2
13	0.5	2	4	2	80	"2;1"	"id_446"	100	5	3	0	0.6	2
14	1.03179003431683	1	-10	2	70	"2;1"	"id_446"	100	5	3	0	0.6	2
15	0.648419768454303	2	4	2	74	"2;1"	"id_446"	100	5	3	0	0.6	2
16	1.0924946427508	1	5	2	79	"2;1"	"id_446"	100	5	3	0	0.6	2
17	1.14025854686395	2	7	2	86	"2;1"	"id_446"	100	5	3	0	0.6	2
18	1.0427658289098	2	2	2	88	"2;1"	"id_446"	100	5	3	0	0.6	2
19	0.856097026812905	1	3	2	91	"2;1"	"id_446"	100	5	3	0	0.6	2
20	0.574344917444541	2	5	2	96	"2;1"	"id_446"	100	5	3	0	0.6	2
21	0.83942787851245	1	-7	2	89	"2;1"	"id_446"	100	5	3	0	0.6	2
22	0.820961033745486	1	10	2	99	"2;1"	"id_446"	100	5	3	0	0.6	2
23	1.25993103883843	1	7	2	106	"2;1"	"id_446"	100	5	3	0	0.6	2
24	0.695817019013464	1	13	2	119	"2;1"	"id_446"	100	5	3	0	0.6	2
25	0.708768161097123	2	5	2	124	"2;1"	"id_446"	100	5	3	0	0.6	2
1	1.47073392334301	1	7	3	7	"2;1"	"id_446"	100	5	3	0	0.6	2
2	1.12541805139982	2	7	3	14	"2;1"	"id_446"	100	5	3	0	0.6	2
3	0.5	1	5	3	19	"2;1"	"id_446"	100	5	3	0	0.6	2
4	1.13218420590689	1	-12	3	7	"2;1"	"id_446"	100	5	3	0	0.6	2
5	1.13168969506666	2	5	3	12	"2;1"	"id_446"	100	5	3	0	0.6	2
6	0.842468094177091	1	6	3	18	"2;1"	"id_446"	100	5	3	0	0.6	2
7	0.989471819595739	1	24	3	42	"2;1"	"id_446"	100	5	3	0	0.6	2
8	0.701238127599718	1	-7	3	35	"2;1"	"id_446"	100	5	3	0	0.6	2
9	0.844247032081481	2	3	3	38	"2;1"	"id_446"	100	5	3	0	0.6	2
10	1.00726345610017	2	0	3	38	"2;1"	"id_446"	100	5	3	0	0.6	2
11	0.930693263826487	1	9	3	47	"2;1"	"id_446"	100	5	3	0	0.6	2
12	0.965679896006689	2	3	3	50	"2;1"	"id_446"	100	5	3	0	0.6	2
13	0.563441187793385	1	1	3	51	"2;1"	"id_446"	100	5	3	0	0.6	2
14	0.717082551318698	1	-5	3	46	"2;1"	"id_446"	100	5	3	0	0.6	2
15	0.993197739143641	2	5	3	51	"2;1"	"id_446"	100	5	3	0	0.6	2
16	0.538931623143467	2	3	3	54	"2;1"	"id_446"	100	5	3	0	0.6	2
17	0.937693423245144	1	-2	3	52	"2;1"	"id_446"	100	5	3	0	0.6	2
18	0.636585218711165	1	-15	3	37	"2;1"	"id_446"	100	5	3	0	0.6	2
19	0.858018247415264	2	9	3	46	"2;1"	"id_446"	100	5	3	0	0.6	2
20	1.32115398209366	1	-11	3	35	"2;1"	"id_446"	100	5	3	0	0.6	2
21	0.771080686691168	2	2	3	37	"2;1"	"id_446"	100	5	3	0	0.6	2
22	0.757519694947403	2	2	3	39	"2;1"	"id_446"	100	5	3	0	0.6	2
23	1.40346404038275	2	4	3	43	"2;1"	"id_446"	100	5	3	0	0.6	2
24	1.1360788161933	1	12	3	55	"2;1"	"id_446"	100	5	3	0	0.6	2
25	0.767549213620335	2	3	3	58	"2;1"	"id_446"	100	5	3	0	0.6	2
1	0.87804072681625	2	4	4	4	"2;1"	"id_446"	100	5	3	0	0.6	2
2	1.07460665294496	2	1	4	5	"2;1"	"id_446"	100	5	3	0	0.6	2
3	0.542747523030693	1	15	4	20	"2;1"	"id_446"	100	5	3	0	0.6	2
4	0.606627200897558	1	0	4	20	"2;1"	"id_446"	100	5	3	0	0.6	2
5	0.5	2	5	4	25	"2;1"	"id_446"	100	5	3	0	0.6	2
6	0.831178503757703	1	10	4	35	"2;1"	"id_446"	100	5	3	0	0.6	2
7	0.863777819974301	2	4	4	39	"2;1"	"id_446"	100	5	3	0	0.6	2
8	1.16721721149034	1	-4	4	35	"2;1"	"id_446"	100	5	3	0	0.6	2
9	1.10460414201763	2	4	4	39	"2;1"	"id_446"	100	5	3	0	0.6	2
10	0.66976309096255	2	2	4	41	"2;1"	"id_446"	100	5	3	0	0.6	2
11	1.11649640048801	1	21	4	62	"2;1"	"id_446"	100	5	3	0	0.6	2
12	0.559899852697133	1	13	4	75	"2;1"	"id_446"	100	5	3	0	0.6	2
13	0.945452040100914	1	28	4	103	"2;1"	"id_446"	100	5	3	0	0.6	2
14	0.940983623281777	1	-11	4	92	"2;1"	"id_446"	100	5	3	0	0.6	2
15	0.899618507033427	2	1	4	93	"2;1"	"id_446"	100	5	3	0	0.6	2
16	0.5	2	11	4	104	"2;1"	"id_446"	100	5	3	0	0.6	2
17	0.761128257413054	2	1	4	105	"2;1"	"id_446"	100	5	3	0	0.6	2
18	0.65772082946364	1	-4	4	101	"2;1"	"id_446"	100	5	3	0	0.6	2
19	0.874553723506224	2	5	4	106	"2;1"	"id_446"	100	5	3	0	0.6	2
20	0.810925099941513	1	20	4	126	"2;1"	"id_446"	100	5	3	0	0.6	2
21	0.5	2	3	4	129	"2;1"	"id_446"	100	5	3	0	0.6	2
22	0.5	1	-3	4	126	"2;1"	"id_446"	100	5	3	0	0.6	2
23	1.32503084439838	1	3	4	129	"2;1"	"id_446"	100	5	3	0	0.6	2
24	0.709102664417585	2	6	4	135	"2;1"	"id_446"	100	5	3	0	0.6	2
25	0.979436643007192	1	20	4	155	"2;1"	"id_446"	100	5	3	0	0.6	2
1	0.829094938205852	1	3	5	3	"1;2"	"id_446"	100	5	3	0	0.6	2
2	0.924174050226777	2	14	5	17	"1;2"	"id_446"	100	5	3	0	0.6	2
3	1.07863149547308	1	4	5	21	"1;2"	"id_446"	100	5	3	0	0.6	2
4	0.88790983326861	2	11	5	32	"1;2"	"id_446"	100	5	3	0	0.6	2
5	0.849373165317176	1	4	5	36	"1;2"	"id_446"	100	5	3	0	0.6	2
6	0.902302447564536	1	4	5	40	"1;2"	"id_446"	100	5	3	0	0.6	2
7	0.746530741941836	2	-3	5	37	"1;2"	"id_446"	100	5	3	0	0.6	2
8	0.71122985165046	1	-1	5	36	"1;2"	"id_446"	100	5	3	0	0.6	2
9	0.5	2	-3	5	33	"1;2"	"id_446"	100	5	3	0	0.6	2
10	0.68300016969277	1	6	5	39	"1;2"	"id_446"	100	5	3	0	0.6	2
11	0.973034349976702	2	-8	5	31	"1;2"	"id_446"	100	5	3	0	0.6	2
12	0.72842828829073	1	3	5	34	"1;2"	"id_446"	100	5	3	0	0.6	2
13	0.56363489273287	2	3	5	37	"1;2"	"id_446"	100	5	3	0	0.6	2
14	0.703468498916063	2	-1	5	36	"1;2"	"id_446"	100	5	3	0	0.6	2
15	0.662872339497957	1	4	5	40	"1;2"	"id_446"	100	5	3	0	0.6	2
