"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.729705856299641	2	1	1	1	"1;2"	"id_293"	0	3	NA	0	0.92	1
2	1.01974161628693	2	5	1	6	"1;2"	"id_293"	0	3	NA	0	0.92	1
3	1.02035974521981	2	6	1	12	"1;2"	"id_293"	0	3	NA	0	0.92	1
4	0.839795782358399	2	2	1	14	"1;2"	"id_293"	0	3	NA	0	0.92	1
5	1.05354590256257	2	5	1	19	"1;2"	"id_293"	0	3	NA	0	0.92	1
6	0.810364604213208	2	8	1	27	"1;2"	"id_293"	0	3	NA	0	0.92	1
7	1.200472092037	2	2	1	29	"1;2"	"id_293"	0	3	NA	0	0.92	1
8	1.00811819201411	2	6	1	35	"1;2"	"id_293"	0	3	NA	0	0.92	1
9	0.772548379062434	2	2	1	37	"1;2"	"id_293"	0	3	NA	0	0.92	1
10	0.885426586693833	2	-1	1	36	"1;2"	"id_293"	0	3	NA	0	0.92	1
11	0.893592581472054	2	4	1	40	"1;2"	"id_293"	0	3	NA	0	0.92	1
12	1.10485958965902	2	1	1	41	"1;2"	"id_293"	0	3	NA	0	0.92	1
13	0.57246756118475	1	3	1	44	"1;2"	"id_293"	0	3	NA	0	0.92	1
14	0.823132608914684	2	1	1	45	"1;2"	"id_293"	0	3	NA	0	0.92	1
15	0.674321897353639	2	6	1	51	"1;2"	"id_293"	0	3	NA	0	0.92	1
16	0.610403689209709	2	3	1	54	"1;2"	"id_293"	0	3	NA	0	0.92	1
17	0.559534911177308	2	2	1	56	"1;2"	"id_293"	0	3	NA	0	0.92	1
18	0.544706047298966	2	5	1	61	"1;2"	"id_293"	0	3	NA	0	0.92	1
19	1.28315435868597	2	4	1	65	"1;2"	"id_293"	0	3	NA	0	0.92	1
20	0.904640889958298	2	5	1	70	"1;2"	"id_293"	0	3	NA	0	0.92	1
1	0.829359011959159	1	6	2	6	"1;2"	"id_293"	0	3	NA	0	0.92	1
2	0.617002128970472	1	1	2	7	"1;2"	"id_293"	0	3	NA	0	0.92	1
3	0.999586783574273	1	1	2	8	"1;2"	"id_293"	0	3	NA	0	0.92	1
