"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.866009091329278	1	4	1	4	"2;1"	"id_140"	100	6	3	0	0.6	2
2	1.0622397607999	2	3	1	7	"2;1"	"id_140"	100	6	3	0	0.6	2
3	0.605299915167922	2	4	1	11	"2;1"	"id_140"	100	6	3	0	0.6	2
4	0.807641997482976	2	8	1	19	"2;1"	"id_140"	100	6	3	0	0.6	2
5	0.564072526515771	2	1	1	20	"2;1"	"id_140"	100	6	3	0	0.6	2
6	0.567112981607297	1	2	1	22	"2;1"	"id_140"	100	6	3	0	0.6	2
7	1.02799612416044	2	3	1	25	"2;1"	"id_140"	100	6	3	0	0.6	2
8	1.03565324594644	2	4	1	29	"2;1"	"id_140"	100	6	3	0	0.6	2
9	1.0552988380841	1	-1	1	28	"2;1"	"id_140"	100	6	3	0	0.6	2
10	0.5	1	5	1	33	"2;1"	"id_140"	100	6	3	0	0.6	2
11	0.994434490730408	1	-1	1	32	"2;1"	"id_140"	100	6	3	0	0.6	2
12	0.701104388211567	1	-1	1	31	"2;1"	"id_140"	100	6	3	0	0.6	2
13	0.5	2	5	1	36	"2;1"	"id_140"	100	6	3	0	0.6	2
14	0.958972708440213	2	4	1	40	"2;1"	"id_140"	100	6	3	0	0.6	2
15	0.879903022062589	2	2	1	42	"2;1"	"id_140"	100	6	3	0	0.6	2
16	0.63539387235843	1	2	1	44	"2;1"	"id_140"	100	6	3	0	0.6	2
17	0.549837837533277	2	2	1	46	"2;1"	"id_140"	100	6	3	0	0.6	2
18	0.501482255104089	1	1	1	47	"2;1"	"id_140"	100	6	3	0	0.6	2
19	0.744536168560942	2	3	1	50	"2;1"	"id_140"	100	6	3	0	0.6	2
20	0.601535044996959	1	2	1	52	"2;1"	"id_140"	100	6	3	0	0.6	2
1	0.90908038045779	2	4	2	4	"2;1"	"id_140"	100	6	3	0	0.6	2
2	0.818357337515656	1	5	2	9	"2;1"	"id_140"	100	6	3	0	0.6	2
3	0.841443285051326	2	2	2	11	"2;1"	"id_140"	100	6	3	0	0.6	2
4	0.941901912966814	1	4	2	15	"2;1"	"id_140"	100	6	3	0	0.6	2
5	0.698211187741924	2	7	2	22	"2;1"	"id_140"	100	6	3	0	0.6	2
6	0.550894935427054	1	5	2	27	"2;1"	"id_140"	100	6	3	0	0.6	2
7	0.79178439985273	2	3	2	30	"2;1"	"id_140"	100	6	3	0	0.6	2
8	0.985089441703878	1	11	2	41	"2;1"	"id_140"	100	6	3	0	0.6	2
9	1.02862626347984	1	16	2	57	"2;1"	"id_140"	100	6	3	0	0.6	2
10	0.843057776884083	2	4	2	61	"2;1"	"id_140"	100	6	3	0	0.6	2
11	0.5	1	9	2	70	"2;1"	"id_140"	100	6	3	0	0.6	2
12	0.776843419226934	2	3	2	73	"2;1"	"id_140"	100	6	3	0	0.6	2
13	1.12031598638985	2	1	2	74	"2;1"	"id_140"	100	6	3	0	0.6	2
14	0.995583788858739	2	5	2	79	"2;1"	"id_140"	100	6	3	0	0.6	2
15	0.968524924439591	1	16	2	95	"2;1"	"id_140"	100	6	3	0	0.6	2
16	0.5	1	0	2	95	"2;1"	"id_140"	100	6	3	0	0.6	2
17	0.5	2	4	2	99	"2;1"	"id_140"	100	6	3	0	0.6	2
18	0.759548409503652	2	3	2	102	"2;1"	"id_140"	100	6	3	0	0.6	2
19	1.12272660470031	2	4	2	106	"2;1"	"id_140"	100	6	3	0	0.6	2
20	0.776978906882747	2	4	2	110	"2;1"	"id_140"	100	6	3	0	0.6	2
21	0.754358407148782	2	5	2	115	"2;1"	"id_140"	100	6	3	0	0.6	2
22	0.692763186780186	2	2	2	117	"2;1"	"id_140"	100	6	3	0	0.6	2
23	1.11746004390406	2	1	2	118	"2;1"	"id_140"	100	6	3	0	0.6	2
24	0.581011549172337	2	0	2	118	"2;1"	"id_140"	100	6	3	0	0.6	2
25	0.5	2	7	2	125	"2;1"	"id_140"	100	6	3	0	0.6	2
1	0.690289208774376	1	2	3	2	"1;2"	"id_140"	100	6	3	0	0.6	2
2	0.737092914718267	1	3	3	5	"1;2"	"id_140"	100	6	3	0	0.6	2
3	1.1884523574063	2	18	3	23	"1;2"	"id_140"	100	6	3	0	0.6	2
4	0.64323042524004	2	4	3	27	"1;2"	"id_140"	100	6	3	0	0.6	2
5	0.746905217255484	2	4	3	31	"1;2"	"id_140"	100	6	3	0	0.6	2
6	1.00697526680839	2	10	3	41	"1;2"	"id_140"	100	6	3	0	0.6	2
7	1.03189383406296	2	7	3	48	"1;2"	"id_140"	100	6	3	0	0.6	2
8	0.759999559355122	1	3	3	51	"1;2"	"id_140"	100	6	3	0	0.6	2
9	0.946223955955282	2	0	3	51	"1;2"	"id_140"	100	6	3	0	0.6	2
10	1.20520131376559	1	6	3	57	"1;2"	"id_140"	100	6	3	0	0.6	2
11	0.557354517091737	1	3	3	60	"1;2"	"id_140"	100	6	3	0	0.6	2
12	0.5	2	12	3	72	"1;2"	"id_140"	100	6	3	0	0.6	2
13	0.708610128435649	1	-1	3	71	"1;2"	"id_140"	100	6	3	0	0.6	2
14	0.754053317338467	2	11	3	82	"1;2"	"id_140"	100	6	3	0	0.6	2
15	0.669048033295298	2	-24	3	58	"1;2"	"id_140"	100	6	3	0	0.6	2
16	0.636396346206462	2	19	3	77	"1;2"	"id_140"	100	6	3	0	0.6	2
17	1.00756480505792	2	20	3	97	"1;2"	"id_140"	100	6	3	0	0.6	2
18	0.5	2	-3	3	94	"1;2"	"id_140"	100	6	3	0	0.6	2
19	0.5	2	-3	3	91	"1;2"	"id_140"	100	6	3	0	0.6	2
20	0.85251073360715	2	20	3	111	"1;2"	"id_140"	100	6	3	0	0.6	2
21	0.519889043998614	1	1	3	112	"1;2"	"id_140"	100	6	3	0	0.6	2
22	0.511073453031018	1	1	3	113	"1;2"	"id_140"	100	6	3	0	0.6	2
23	0.546034804538756	1	5	3	118	"1;2"	"id_140"	100	6	3	0	0.6	2
24	1.11801148903606	2	0	3	118	"1;2"	"id_140"	100	6	3	0	0.6	2
25	0.946272849381745	2	-12	3	106	"1;2"	"id_140"	100	6	3	0	0.6	2
1	0.955824423061863	2	-1	4	-1	"2;1"	"id_140"	100	6	3	0	0.6	2
2	0.714251488558238	1	1	4	0	"2;1"	"id_140"	100	6	3	0	0.6	2
3	0.5	1	2	4	2	"2;1"	"id_140"	100	6	3	0	0.6	2
4	0.701580997990602	1	-5	4	-3	"2;1"	"id_140"	100	6	3	0	0.6	2
5	1.05341521967263	1	-8	4	-11	"2;1"	"id_140"	100	6	3	0	0.6	2
6	0.765101222413168	1	18	4	7	"2;1"	"id_140"	100	6	3	0	0.6	2
7	0.700465989356862	1	19	4	26	"2;1"	"id_140"	100	6	3	0	0.6	2
8	0.857989076708414	1	-6	4	20	"2;1"	"id_140"	100	6	3	0	0.6	2
9	0.586632795951284	1	6	4	26	"2;1"	"id_140"	100	6	3	0	0.6	2
10	0.5	1	3	4	29	"2;1"	"id_140"	100	6	3	0	0.6	2
11	1.07727738608355	1	13	4	42	"2;1"	"id_140"	100	6	3	0	0.6	2
12	0.876893100652669	1	18	4	60	"2;1"	"id_140"	100	6	3	0	0.6	2
13	1.06068867961747	2	4	4	64	"2;1"	"id_140"	100	6	3	0	0.6	2
14	1.16685407037052	1	3	4	67	"2;1"	"id_140"	100	6	3	0	0.6	2
15	1.05571063686079	2	1	4	68	"2;1"	"id_140"	100	6	3	0	0.6	2
16	0.579741053073508	2	9	4	77	"2;1"	"id_140"	100	6	3	0	0.6	2
17	1.04430428807546	1	-5	4	72	"2;1"	"id_140"	100	6	3	0	0.6	2
18	0.790741523157137	2	3	4	75	"2;1"	"id_140"	100	6	3	0	0.6	2
19	0.766932959743001	2	4	4	79	"2;1"	"id_140"	100	6	3	0	0.6	2
20	0.78988218148588	1	-9	4	70	"2;1"	"id_140"	100	6	3	0	0.6	2
21	0.766848573820625	1	15	4	85	"2;1"	"id_140"	100	6	3	0	0.6	2
22	0.948511645306113	1	-2	4	83	"2;1"	"id_140"	100	6	3	0	0.6	2
23	0.685368882151889	1	7	4	90	"2;1"	"id_140"	100	6	3	0	0.6	2
24	1.01423957749868	1	2	4	92	"2;1"	"id_140"	100	6	3	0	0.6	2
25	0.956349483707599	2	3	4	95	"2;1"	"id_140"	100	6	3	0	0.6	2
1	0.764848295456358	2	-16	5	-16	"1;2"	"id_140"	100	6	3	0	0.6	2
2	0.822846576476645	2	-3	5	-19	"1;2"	"id_140"	100	6	3	0	0.6	2
3	1.08543995966964	1	-1	5	-20	"1;2"	"id_140"	100	6	3	0	0.6	2
4	0.652127145746922	2	4	5	-16	"1;2"	"id_140"	100	6	3	0	0.6	2
5	0.735059404630121	2	2	5	-14	"1;2"	"id_140"	100	6	3	0	0.6	2
6	1.12830770304478	2	7	5	-7	"1;2"	"id_140"	100	6	3	0	0.6	2
7	0.5	2	-2	5	-9	"1;2"	"id_140"	100	6	3	0	0.6	2
8	0.5	2	7	5	-2	"1;2"	"id_140"	100	6	3	0	0.6	2
9	0.537388616095811	2	-14	5	-16	"1;2"	"id_140"	100	6	3	0	0.6	2
10	0.830864066780723	2	-4	5	-20	"1;2"	"id_140"	100	6	3	0	0.6	2
11	0.813036092974141	1	6	5	-14	"1;2"	"id_140"	100	6	3	0	0.6	2
12	0.678667330865621	2	-10	5	-24	"1;2"	"id_140"	100	6	3	0	0.6	2
13	0.99993802363674	1	4	5	-20	"1;2"	"id_140"	100	6	3	0	0.6	2
14	0.786411336564367	2	-18	5	-38	"1;2"	"id_140"	100	6	3	0	0.6	2
15	1.08114461599607	2	-2	5	-40	"1;2"	"id_140"	100	6	3	0	0.6	2
16	0.5	2	11	5	-29	"1;2"	"id_140"	100	6	3	0	0.6	2
17	0.815030088274834	2	14	5	-15	"1;2"	"id_140"	100	6	3	0	0.6	2
18	0.655304460572461	2	1	5	-14	"1;2"	"id_140"	100	6	3	0	0.6	2
19	0.623604808049201	2	8	5	-6	"1;2"	"id_140"	100	6	3	0	0.6	2
20	0.903783594583861	2	-17	5	-23	"1;2"	"id_140"	100	6	3	0	0.6	2
21	0.546832311504089	2	7	5	-16	"1;2"	"id_140"	100	6	3	0	0.6	2
22	0.796632090968946	1	2	5	-14	"1;2"	"id_140"	100	6	3	0	0.6	2
23	0.831761965108319	1	6	5	-8	"1;2"	"id_140"	100	6	3	0	0.6	2
24	0.829886320235316	1	6	5	-2	"1;2"	"id_140"	100	6	3	0	0.6	2
25	0.5	2	9	5	7	"1;2"	"id_140"	100	6	3	0	0.6	2
1	0.754407595953023	1	3	6	3	"1;2"	"id_140"	100	6	3	0	0.6	2
2	1.0246404238997	2	-4	6	-1	"1;2"	"id_140"	100	6	3	0	0.6	2
3	0.952960237243754	2	-5	6	-6	"1;2"	"id_140"	100	6	3	0	0.6	2
4	0.846323729869653	2	19	6	13	"1;2"	"id_140"	100	6	3	0	0.6	2
5	0.898252219115624	2	13	6	26	"1;2"	"id_140"	100	6	3	0	0.6	2
6	1.27171595129821	2	7	6	33	"1;2"	"id_140"	100	6	3	0	0.6	2
7	1.35541743533537	1	5	6	38	"1;2"	"id_140"	100	6	3	0	0.6	2
8	1.25541825838364	1	3	6	41	"1;2"	"id_140"	100	6	3	0	0.6	2
9	0.675836070256194	2	-4	6	37	"1;2"	"id_140"	100	6	3	0	0.6	2
10	0.87951889912884	2	27	6	64	"1;2"	"id_140"	100	6	3	0	0.6	2
11	0.822977618082786	2	-1	6	63	"1;2"	"id_140"	100	6	3	0	0.6	2
12	0.928926922152434	2	-2	6	61	"1;2"	"id_140"	100	6	3	0	0.6	2
13	1.21155041954414	2	13	6	74	"1;2"	"id_140"	100	6	3	0	0.6	2
14	0.5	2	-7	6	67	"1;2"	"id_140"	100	6	3	0	0.6	2
15	0.77484643550903	2	-16	6	51	"1;2"	"id_140"	100	6	3	0	0.6	2
16	1.04001578430268	2	10	6	61	"1;2"	"id_140"	100	6	3	0	0.6	2
17	0.804478129178211	1	1	6	62	"1;2"	"id_140"	100	6	3	0	0.6	2
18	0.529301574629757	1	6	6	68	"1;2"	"id_140"	100	6	3	0	0.6	2
19	0.988815128170563	2	-4	6	64	"1;2"	"id_140"	100	6	3	0	0.6	2
20	0.648161843007661	2	3	6	67	"1;2"	"id_140"	100	6	3	0	0.6	2
21	0.867257209528157	2	-3	6	64	"1;2"	"id_140"	100	6	3	0	0.6	2
22	0.892986422276127	2	4	6	68	"1;2"	"id_140"	100	6	3	0	0.6	2
23	0.844320073389224	2	-2	6	66	"1;2"	"id_140"	100	6	3	0	0.6	2
24	0.748819264159517	2	18	6	84	"1;2"	"id_140"	100	6	3	0	0.6	2
25	0.681674641014492	1	2	6	86	"1;2"	"id_140"	100	6	3	0	0.6	2
1	0.793037220518831	1	-8	7	-8	"2;1"	"id_140"	100	6	3	0	0.6	2
2	0.66290809828082	2	3	7	-5	"2;1"	"id_140"	100	6	3	0	0.6	2
3	0.517749824418611	2	2	7	-3	"2;1"	"id_140"	100	6	3	0	0.6	2
4	0.541181540347386	2	0	7	-3	"2;1"	"id_140"	100	6	3	0	0.6	2
5	0.5	2	1	7	-2	"2;1"	"id_140"	100	6	3	0	0.6	2
6	0.5	1	-1	7	-3	"2;1"	"id_140"	100	6	3	0	0.6	2
7	0.514508956177792	1	24	7	21	"2;1"	"id_140"	100	6	3	0	0.6	2
8	1.01694584373683	1	3	7	24	"2;1"	"id_140"	100	6	3	0	0.6	2
9	0.882177353509187	2	7	7	31	"2;1"	"id_140"	100	6	3	0	0.6	2
10	0.57675617534849	1	9	7	40	"2;1"	"id_140"	100	6	3	0	0.6	2
11	0.5	1	12	7	52	"2;1"	"id_140"	100	6	3	0	0.6	2
12	0.712275428518988	1	13	7	65	"2;1"	"id_140"	100	6	3	0	0.6	2
13	0.532308133598098	1	8	7	73	"2;1"	"id_140"	100	6	3	0	0.6	2
14	0.735005382117931	1	-10	7	63	"2;1"	"id_140"	100	6	3	0	0.6	2
15	0.748782059816817	1	9	7	72	"2;1"	"id_140"	100	6	3	0	0.6	2
16	0.629655437375776	1	-10	7	62	"2;1"	"id_140"	100	6	3	0	0.6	2
17	0.837332727633166	1	14	7	76	"2;1"	"id_140"	100	6	3	0	0.6	2
18	0.71095163529935	1	-16	7	60	"2;1"	"id_140"	100	6	3	0	0.6	2
19	1.1938454182291	1	-20	7	40	"2;1"	"id_140"	100	6	3	0	0.6	2
20	1.05365929607297	1	5	7	45	"2;1"	"id_140"	100	6	3	0	0.6	2
21	0.944249652454595	1	10	7	55	"2;1"	"id_140"	100	6	3	0	0.6	2
22	0.519409282184268	1	-6	7	49	"2;1"	"id_140"	100	6	3	0	0.6	2
23	0.860737179740735	1	-9	7	40	"2;1"	"id_140"	100	6	3	0	0.6	2
24	0.996904023328775	1	17	7	57	"2;1"	"id_140"	100	6	3	0	0.6	2
25	0.581864339844878	1	6	7	63	"2;1"	"id_140"	100	6	3	0	0.6	2
1	0.893992291197189	2	-7	8	-7	"1;2"	"id_140"	100	6	3	0	0.6	2
2	0.740889941106929	2	1	8	-6	"1;2"	"id_140"	100	6	3	0	0.6	2
3	0.700382410725084	2	30	8	24	"1;2"	"id_140"	100	6	3	0	0.6	2
4	1.06020850761245	2	3	8	27	"1;2"	"id_140"	100	6	3	0	0.6	2
5	0.786493494779049	2	33	8	60	"1;2"	"id_140"	100	6	3	0	0.6	2
6	0.638356293579683	1	1	8	61	"1;2"	"id_140"	100	6	3	0	0.6	2
7	1.08760547855855	2	3	8	64	"1;2"	"id_140"	100	6	3	0	0.6	2
8	0.670601752580676	2	2	8	66	"1;2"	"id_140"	100	6	3	0	0.6	2
9	0.788289437049519	2	16	8	82	"1;2"	"id_140"	100	6	3	0	0.6	2
10	0.640459272308862	2	-6	8	76	"1;2"	"id_140"	100	6	3	0	0.6	2
11	0.522073004501023	2	2	8	78	"1;2"	"id_140"	100	6	3	0	0.6	2
12	1.08522625200017	2	-5	8	73	"1;2"	"id_140"	100	6	3	0	0.6	2
13	0.808960076632147	2	0	8	73	"1;2"	"id_140"	100	6	3	0	0.6	2
14	0.857616800894507	2	-13	8	60	"1;2"	"id_140"	100	6	3	0	0.6	2
15	0.619081352397014	2	10	8	70	"1;2"	"id_140"	100	6	3	0	0.6	2
16	0.988841063807211	1	3	8	73	"1;2"	"id_140"	100	6	3	0	0.6	2
17	0.5	2	6	8	79	"1;2"	"id_140"	100	6	3	0	0.6	2
18	1.27527385197363	2	-2	8	77	"1;2"	"id_140"	100	6	3	0	0.6	2
19	0.910077097274784	2	6	8	83	"1;2"	"id_140"	100	6	3	0	0.6	2
20	1.09367588213258	2	1	8	84	"1;2"	"id_140"	100	6	3	0	0.6	2
21	1.32399814292668	2	1	8	85	"1;2"	"id_140"	100	6	3	0	0.6	2
22	1.11770399274077	2	11	8	96	"1;2"	"id_140"	100	6	3	0	0.6	2
23	0.83628148228711	2	13	8	109	"1;2"	"id_140"	100	6	3	0	0.6	2
24	0.970815620904643	1	3	8	112	"1;2"	"id_140"	100	6	3	0	0.6	2
25	0.654475527074995	2	-1	8	111	"1;2"	"id_140"	100	6	3	0	0.6	2
1	0.619533206724737	1	1	9	1	"1;2"	"id_140"	100	6	3	0	0.6	2
2	0.93962422612299	1	7	9	8	"1;2"	"id_140"	100	6	3	0	0.6	2
3	1.1204300832143	1	0	9	8	"1;2"	"id_140"	100	6	3	0	0.6	2
4	0.583429968737919	1	4	9	12	"1;2"	"id_140"	100	6	3	0	0.6	2
5	0.689666459471747	1	3	9	15	"1;2"	"id_140"	100	6	3	0	0.6	2
6	0.818565270887598	1	-1	9	14	"1;2"	"id_140"	100	6	3	0	0.6	2
7	0.515360633736838	1	6	9	20	"1;2"	"id_140"	100	6	3	0	0.6	2
8	1.27395001586551	1	4	9	24	"1;2"	"id_140"	100	6	3	0	0.6	2
9	0.789543416854895	1	0	9	24	"1;2"	"id_140"	100	6	3	0	0.6	2
10	0.519584371444586	2	8	9	32	"1;2"	"id_140"	100	6	3	0	0.6	2
11	0.802707748627475	1	0	9	32	"1;2"	"id_140"	100	6	3	0	0.6	2
12	0.694403123519983	1	1	9	33	"1;2"	"id_140"	100	6	3	0	0.6	2
13	0.679298567213862	1	4	9	37	"1;2"	"id_140"	100	6	3	0	0.6	2
14	1.01668853144676	1	-2	9	35	"1;2"	"id_140"	100	6	3	0	0.6	2
15	0.5	2	23	9	58	"1;2"	"id_140"	100	6	3	0	0.6	2
16	0.734201993558265	1	2	9	60	"1;2"	"id_140"	100	6	3	0	0.6	2
17	0.615613936750731	2	1	9	61	"1;2"	"id_140"	100	6	3	0	0.6	2
18	0.618298551231812	2	3	9	64	"1;2"	"id_140"	100	6	3	0	0.6	2
19	0.860243761523088	2	-10	9	54	"1;2"	"id_140"	100	6	3	0	0.6	2
20	0.5	2	-3	9	51	"1;2"	"id_140"	100	6	3	0	0.6	2
21	0.5	1	1	9	52	"1;2"	"id_140"	100	6	3	0	0.6	2
22	0.781440076962701	2	4	9	56	"1;2"	"id_140"	100	6	3	0	0.6	2
23	0.816770259941118	2	-2	9	54	"1;2"	"id_140"	100	6	3	0	0.6	2
24	0.586497424626258	2	6	9	60	"1;2"	"id_140"	100	6	3	0	0.6	2
25	0.5	1	-4	9	56	"1;2"	"id_140"	100	6	3	0	0.6	2
1	1.10735930970445	1	4	10	4	"1;2"	"id_140"	100	6	3	0	0.6	2
2	1.20752840894094	1	1	10	5	"1;2"	"id_140"	100	6	3	0	0.6	2
3	0.622946238123293	1	7	10	12	"1;2"	"id_140"	100	6	3	0	0.6	2
4	0.772316747807549	1	1	10	13	"1;2"	"id_140"	100	6	3	0	0.6	2
5	0.851961858887912	1	-2	10	11	"1;2"	"id_140"	100	6	3	0	0.6	2
6	0.975084761880246	2	2	10	13	"1;2"	"id_140"	100	6	3	0	0.6	2
7	0.811820396296011	1	5	10	18	"1;2"	"id_140"	100	6	3	0	0.6	2
8	0.930885999064095	1	1	10	19	"1;2"	"id_140"	100	6	3	0	0.6	2
9	0.523126969388253	1	6	10	25	"1;2"	"id_140"	100	6	3	0	0.6	2
10	0.913597380023125	1	1	10	26	"1;2"	"id_140"	100	6	3	0	0.6	2
11	0.650300452011191	1	6	10	32	"1;2"	"id_140"	100	6	3	0	0.6	2
12	0.892845512580691	2	25	10	57	"1;2"	"id_140"	100	6	3	0	0.6	2
13	0.762830555586755	2	-2	10	55	"1;2"	"id_140"	100	6	3	0	0.6	2
14	0.953188418085611	1	1	10	56	"1;2"	"id_140"	100	6	3	0	0.6	2
15	0.5	2	-12	10	44	"1;2"	"id_140"	100	6	3	0	0.6	2
16	0.899468763074238	2	7	10	51	"1;2"	"id_140"	100	6	3	0	0.6	2
17	0.682701390802019	1	2	10	53	"1;2"	"id_140"	100	6	3	0	0.6	2
18	0.993165600384451	1	3	10	56	"1;2"	"id_140"	100	6	3	0	0.6	2
19	0.931403620593578	2	23	10	79	"1;2"	"id_140"	100	6	3	0	0.6	2
20	0.789944458752564	2	-3	10	76	"1;2"	"id_140"	100	6	3	0	0.6	2
21	0.576051907873559	2	0	10	76	"1;2"	"id_140"	100	6	3	0	0.6	2
22	0.859991151632994	2	-12	10	64	"1;2"	"id_140"	100	6	3	0	0.6	2
23	0.5	1	5	10	69	"1;2"	"id_140"	100	6	3	0	0.6	2
24	1.21006693716237	2	9	10	78	"1;2"	"id_140"	100	6	3	0	0.6	2
25	0.71359537787118	2	14	10	92	"1;2"	"id_140"	100	6	3	0	0.6	2
1	1.01658486915013	2	21	11	21	"1;2"	"id_140"	100	6	3	0	0.6	2
2	0.925879169861843	2	5	11	26	"1;2"	"id_140"	100	6	3	0	0.6	2
3	0.5	1	1	11	27	"1;2"	"id_140"	100	6	3	0	0.6	2
4	1.05110579176943	2	11	11	38	"1;2"	"id_140"	100	6	3	0	0.6	2
5	0.690155935844456	1	1	11	39	"1;2"	"id_140"	100	6	3	0	0.6	2
6	0.5	2	15	11	54	"1;2"	"id_140"	100	6	3	0	0.6	2
7	1.00379765206614	2	-20	11	34	"1;2"	"id_140"	100	6	3	0	0.6	2
8	1.21074473985847	2	-2	11	32	"1;2"	"id_140"	100	6	3	0	0.6	2
9	1.05704900923537	2	-3	11	29	"1;2"	"id_140"	100	6	3	0	0.6	2
10	1.0944384196067	2	7	11	36	"1;2"	"id_140"	100	6	3	0	0.6	2
11	0.956080438026103	2	-10	11	26	"1;2"	"id_140"	100	6	3	0	0.6	2
12	1.22912815878716	1	2	11	28	"1;2"	"id_140"	100	6	3	0	0.6	2
13	0.838173910822812	2	3	11	31	"1;2"	"id_140"	100	6	3	0	0.6	2
14	0.795214240767054	1	2	11	33	"1;2"	"id_140"	100	6	3	0	0.6	2
15	0.849437621974176	2	-1	11	32	"1;2"	"id_140"	100	6	3	0	0.6	2
16	0.963448293686716	2	5	11	37	"1;2"	"id_140"	100	6	3	0	0.6	2
17	0.577742594528254	2	-3	11	34	"1;2"	"id_140"	100	6	3	0	0.6	2
18	0.946611305935769	2	-16	11	18	"1;2"	"id_140"	100	6	3	0	0.6	2
19	0.650267673002732	2	13	11	31	"1;2"	"id_140"	100	6	3	0	0.6	2
20	1.35619608399144	2	-7	11	24	"1;2"	"id_140"	100	6	3	0	0.6	2
21	0.818546677079838	1	2	11	26	"1;2"	"id_140"	100	6	3	0	0.6	2
22	0.650381027648083	1	6	11	32	"1;2"	"id_140"	100	6	3	0	0.6	2
23	0.704466921399695	1	5	11	37	"1;2"	"id_140"	100	6	3	0	0.6	2
24	0.848220474908042	2	3	11	40	"1;2"	"id_140"	100	6	3	0	0.6	2
25	1.14243101753975	2	6	11	46	"1;2"	"id_140"	100	6	3	0	0.6	2
