"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.5	2	2	1	2	"1;2"	"id_373"	0	2	NA	0	0.83	1
2	0.785560568921663	2	1	1	3	"1;2"	"id_373"	0	2	NA	0	0.83	1
3	0.919149331244856	2	1	1	4	"1;2"	"id_373"	0	2	NA	0	0.83	1
4	0.539343604598116	2	4	1	8	"1;2"	"id_373"	0	2	NA	0	0.83	1
5	0.5	1	1	1	9	"1;2"	"id_373"	0	2	NA	0	0.83	1
6	1.08204913287001	1	4	1	13	"1;2"	"id_373"	0	2	NA	0	0.83	1
7	0.84218828009083	2	5	1	18	"1;2"	"id_373"	0	2	NA	0	0.83	1
8	0.926248333544591	2	1	1	19	"1;2"	"id_373"	0	2	NA	0	0.83	1
9	0.767833533319317	2	4	1	23	"1;2"	"id_373"	0	2	NA	0	0.83	1
10	0.57514274771228	2	4	1	27	"1;2"	"id_373"	0	2	NA	0	0.83	1
11	0.5	2	2	1	29	"1;2"	"id_373"	0	2	NA	0	0.83	1
12	0.523667448659639	1	0	1	29	"1;2"	"id_373"	0	2	NA	0	0.83	1
13	0.695138371800377	2	3	1	32	"1;2"	"id_373"	0	2	NA	0	0.83	1
14	0.968622401179572	2	0	1	32	"1;2"	"id_373"	0	2	NA	0	0.83	1
15	0.672895966208451	2	5	1	37	"1;2"	"id_373"	0	2	NA	0	0.83	1
16	0.992223676616345	1	3	1	40	"1;2"	"id_373"	0	2	NA	0	0.83	1
17	0.540971434106367	2	0	1	40	"1;2"	"id_373"	0	2	NA	0	0.83	1
18	0.597942449892044	1	0	1	40	"1;2"	"id_373"	0	2	NA	0	0.83	1
19	0.799614031239573	2	7	1	47	"1;2"	"id_373"	0	2	NA	0	0.83	1
20	0.714973283059285	2	4	1	51	"1;2"	"id_373"	0	2	NA	0	0.83	1
1	1.22792446459602	1	8	2	8	"2;1"	"id_373"	0	2	NA	0	0.83	1
2	1.14558146997347	1	13	2	21	"2;1"	"id_373"	0	2	NA	0	0.83	1
3	0.75504823811738	1	-10	2	11	"2;1"	"id_373"	0	2	NA	0	0.83	1
4	1.09795816483307	2	6	2	17	"2;1"	"id_373"	0	2	NA	0	0.83	1
5	1.04571185602596	2	1	2	18	"2;1"	"id_373"	0	2	NA	0	0.83	1
6	0.607973640482217	1	2	2	20	"2;1"	"id_373"	0	2	NA	0	0.83	1
7	0.72815264558472	2	2	2	22	"2;1"	"id_373"	0	2	NA	0	0.83	1
8	0.5	1	2	2	24	"2;1"	"id_373"	0	2	NA	0	0.83	1
9	0.673223590309223	1	-5	2	19	"2;1"	"id_373"	0	2	NA	0	0.83	1
10	0.875830001810394	1	2	2	21	"2;1"	"id_373"	0	2	NA	0	0.83	1
11	0.654486390045058	1	-20	2	1	"2;1"	"id_373"	0	2	NA	0	0.83	1
12	0.918890930303541	2	7	2	8	"2;1"	"id_373"	0	2	NA	0	0.83	1
13	0.864368187214041	1	13	2	21	"2;1"	"id_373"	0	2	NA	0	0.83	1
14	0.644311730880664	2	7	2	28	"2;1"	"id_373"	0	2	NA	0	0.83	1
15	0.5	1	11	2	39	"2;1"	"id_373"	0	2	NA	0	0.83	1
16	0.722838211806642	1	7	2	46	"2;1"	"id_373"	0	2	NA	0	0.83	1
17	0.889173917441328	1	12	2	58	"2;1"	"id_373"	0	2	NA	0	0.83	1
18	0.5	2	4	2	62	"2;1"	"id_373"	0	2	NA	0	0.83	1
19	1.02075440897248	2	6	2	68	"2;1"	"id_373"	0	2	NA	0	0.83	1
20	0.853138260043559	2	5	2	73	"2;1"	"id_373"	0	2	NA	0	0.83	1
21	1.05591062953448	1	-9	2	64	"2;1"	"id_373"	0	2	NA	0	0.83	1
