"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.508578848671309	1	4	1	4	"1;2"	"id_271"	100	6	5	0	1	3
2	0.755524596845766	2	2	1	6	"1;2"	"id_271"	100	6	5	0	1	3
3	0.898021692795115	2	1	1	7	"1;2"	"id_271"	100	6	5	0	1	3
4	0.85780172374331	2	5	1	12	"1;2"	"id_271"	100	6	5	0	1	3
5	1.19581750425812	2	4	1	16	"1;2"	"id_271"	100	6	5	0	1	3
6	0.632996873295788	2	2	1	18	"1;2"	"id_271"	100	6	5	0	1	3
7	1.01102026402683	2	2	1	20	"1;2"	"id_271"	100	6	5	0	1	3
8	0.832700245890753	2	4	1	24	"1;2"	"id_271"	100	6	5	0	1	3
9	0.690575837587799	2	3	1	27	"1;2"	"id_271"	100	6	5	0	1	3
10	1.01915126287447	2	6	1	33	"1;2"	"id_271"	100	6	5	0	1	3
11	0.554374993657289	2	4	1	37	"1;2"	"id_271"	100	6	5	0	1	3
12	0.999502755831104	2	4	1	41	"1;2"	"id_271"	100	6	5	0	1	3
13	0.826486108780301	2	3	1	44	"1;2"	"id_271"	100	6	5	0	1	3
14	0.5	1	2	1	46	"1;2"	"id_271"	100	6	5	0	1	3
15	1.3369476117249	2	2	1	48	"1;2"	"id_271"	100	6	5	0	1	3
16	0.844607276277003	1	2	1	50	"1;2"	"id_271"	100	6	5	0	1	3
17	1.15972350633094	1	4	1	54	"1;2"	"id_271"	100	6	5	0	1	3
18	0.843618038614525	2	2	1	56	"1;2"	"id_271"	100	6	5	0	1	3
19	0.74046161270247	2	4	1	60	"1;2"	"id_271"	100	6	5	0	1	3
20	1.04283831626005	1	4	1	64	"1;2"	"id_271"	100	6	5	0	1	3
1	0.973369477823888	1	4	2	4	"2;1"	"id_271"	100	6	5	0	1	3
2	1.18486036538445	1	-19	2	-15	"2;1"	"id_271"	100	6	5	0	1	3
3	0.5	2	4	2	-11	"2;1"	"id_271"	100	6	5	0	1	3
4	0.767615051283489	1	13	2	2	"2;1"	"id_271"	100	6	5	0	1	3
5	0.515722567609837	1	9	2	11	"2;1"	"id_271"	100	6	5	0	1	3
6	0.699876516683073	1	-16	2	-5	"2;1"	"id_271"	100	6	5	0	1	3
7	0.613237193360831	1	2	2	-3	"2;1"	"id_271"	100	6	5	0	1	3
8	0.668378668251145	1	15	2	12	"2;1"	"id_271"	100	6	5	0	1	3
9	0.690384774891501	1	-3	2	9	"2;1"	"id_271"	100	6	5	0	1	3
10	1.11766563268211	1	12	2	21	"2;1"	"id_271"	100	6	5	0	1	3
11	0.694151187107199	2	3	2	24	"2;1"	"id_271"	100	6	5	0	1	3
12	0.674374940966317	1	19	2	43	"2;1"	"id_271"	100	6	5	0	1	3
13	1.27814884616758	1	-2	2	41	"2;1"	"id_271"	100	6	5	0	1	3
14	0.981426036232166	1	8	2	49	"2;1"	"id_271"	100	6	5	0	1	3
15	0.970152150512032	1	-10	2	39	"2;1"	"id_271"	100	6	5	0	1	3
16	0.77873400661669	1	11	2	50	"2;1"	"id_271"	100	6	5	0	1	3
17	0.716542641909233	1	15	2	65	"2;1"	"id_271"	100	6	5	0	1	3
18	0.502544779824389	1	10	2	75	"2;1"	"id_271"	100	6	5	0	1	3
19	0.5	1	28	2	103	"2;1"	"id_271"	100	6	5	0	1	3
20	0.889615481447052	2	2	2	105	"2;1"	"id_271"	100	6	5	0	1	3
21	0.710149993084817	2	-3	2	102	"2;1"	"id_271"	100	6	5	0	1	3
22	0.697371457862601	1	15	2	117	"2;1"	"id_271"	100	6	5	0	1	3
23	0.909824173698122	1	8	2	125	"2;1"	"id_271"	100	6	5	0	1	3
