"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.889955823882224	1	4	1	4	"1;2"	"id_413"	100	5	1	0	0.2	3
2	0.530133842296018	1	4	1	8	"1;2"	"id_413"	100	5	1	0	0.2	3
3	1.30863500488357	2	3	1	11	"1;2"	"id_413"	100	5	1	0	0.2	3
4	0.556103584223265	1	3	1	14	"1;2"	"id_413"	100	5	1	0	0.2	3
5	0.710838446463921	1	6	1	20	"1;2"	"id_413"	100	5	1	0	0.2	3
6	0.583078071687423	2	3	1	23	"1;2"	"id_413"	100	5	1	0	0.2	3
7	0.739287865354883	2	2	1	25	"1;2"	"id_413"	100	5	1	0	0.2	3
8	1.16072000564596	2	5	1	30	"1;2"	"id_413"	100	5	1	0	0.2	3
9	1.26678587094583	1	6	1	36	"1;2"	"id_413"	100	5	1	0	0.2	3
10	0.768222346508803	2	4	1	40	"1;2"	"id_413"	100	5	1	0	0.2	3
11	0.845441048201644	1	2	1	42	"1;2"	"id_413"	100	5	1	0	0.2	3
12	0.843717512057473	1	6	1	48	"1;2"	"id_413"	100	5	1	0	0.2	3
13	0.606339679928203	2	5	1	53	"1;2"	"id_413"	100	5	1	0	0.2	3
14	0.786876941422979	2	2	1	55	"1;2"	"id_413"	100	5	1	0	0.2	3
15	0.853927076620302	2	4	1	59	"1;2"	"id_413"	100	5	1	0	0.2	3
16	0.561798757366398	1	2	1	61	"1;2"	"id_413"	100	5	1	0	0.2	3
17	0.769113664645507	1	2	1	63	"1;2"	"id_413"	100	5	1	0	0.2	3
18	0.5	2	5	1	68	"1;2"	"id_413"	100	5	1	0	0.2	3
19	0.932960703973048	2	1	1	69	"1;2"	"id_413"	100	5	1	0	0.2	3
20	0.673768311643407	1	4	1	73	"1;2"	"id_413"	100	5	1	0	0.2	3
1	0.565524958270488	2	5	2	5	"2;1"	"id_413"	100	5	1	0	0.2	3
2	1.25535574655419	2	5	2	10	"2;1"	"id_413"	100	5	1	0	0.2	3
3	0.810718044996603	2	5	2	15	"2;1"	"id_413"	100	5	1	0	0.2	3
4	0.698789759864859	2	4	2	19	"2;1"	"id_413"	100	5	1	0	0.2	3
5	0.610700474836937	1	13	2	32	"2;1"	"id_413"	100	5	1	0	0.2	3
6	0.893650194873338	1	-12	2	20	"2;1"	"id_413"	100	5	1	0	0.2	3
7	0.581780468916766	2	5	2	25	"2;1"	"id_413"	100	5	1	0	0.2	3
8	0.5	2	5	2	30	"2;1"	"id_413"	100	5	1	0	0.2	3
9	1.00612430726841	1	-6	2	24	"2;1"	"id_413"	100	5	1	0	0.2	3
10	0.92993213108696	1	6	2	30	"2;1"	"id_413"	100	5	1	0	0.2	3
11	0.950653979105743	2	7	2	37	"2;1"	"id_413"	100	5	1	0	0.2	3
12	0.900444725195037	1	2	2	39	"2;1"	"id_413"	100	5	1	0	0.2	3
13	1.1409888740966	2	-2	2	37	"2;1"	"id_413"	100	5	1	0	0.2	3
14	1.02358252033625	2	4	2	41	"2;1"	"id_413"	100	5	1	0	0.2	3
15	0.5	2	6	2	47	"2;1"	"id_413"	100	5	1	0	0.2	3
16	0.868548463511002	1	0	2	47	"2;1"	"id_413"	100	5	1	0	0.2	3
17	0.735547623370492	1	24	2	71	"2;1"	"id_413"	100	5	1	0	0.2	3
18	0.721879584367028	2	3	2	74	"2;1"	"id_413"	100	5	1	0	0.2	3
19	0.981496918073035	2	5	2	79	"2;1"	"id_413"	100	5	1	0	0.2	3
20	0.561661162910775	2	7	2	86	"2;1"	"id_413"	100	5	1	0	0.2	3
21	0.568095695957435	1	-19	2	67	"2;1"	"id_413"	100	5	1	0	0.2	3
22	0.5	2	1	2	68	"2;1"	"id_413"	100	5	1	0	0.2	3
23	0.670159112196635	2	-3	2	65	"2;1"	"id_413"	100	5	1	0	0.2	3
24	0.5	1	5	2	70	"2;1"	"id_413"	100	5	1	0	0.2	3
25	0.555960839369148	2	-1	2	69	"2;1"	"id_413"	100	5	1	0	0.2	3
1	0.877776604763878	1	17	3	17	"2;1"	"id_413"	100	5	1	0	0.2	3
2	0.72870050146463	1	-4	3	13	"2;1"	"id_413"	100	5	1	0	0.2	3
3	0.612920652176629	1	-7	3	6	"2;1"	"id_413"	100	5	1	0	0.2	3
4	1.67137022088066	2	3	3	9	"2;1"	"id_413"	100	5	1	0	0.2	3
5	0.5	2	3	3	12	"2;1"	"id_413"	100	5	1	0	0.2	3
6	0.59448596151146	2	3	3	15	"2;1"	"id_413"	100	5	1	0	0.2	3
7	0.8502120731476	2	0	3	15	"2;1"	"id_413"	100	5	1	0	0.2	3
8	0.739877376684088	2	4	3	19	"2;1"	"id_413"	100	5	1	0	0.2	3
9	0.945216262413934	2	6	3	25	"2;1"	"id_413"	100	5	1	0	0.2	3
10	0.934857893690749	2	7	3	32	"2;1"	"id_413"	100	5	1	0	0.2	3
11	0.731632074654539	2	5	3	37	"2;1"	"id_413"	100	5	1	0	0.2	3
12	1.24838868420688	1	-13	3	24	"2;1"	"id_413"	100	5	1	0	0.2	3
13	0.744993906521634	1	26	3	50	"2;1"	"id_413"	100	5	1	0	0.2	3
14	1.08667928914347	2	5	3	55	"2;1"	"id_413"	100	5	1	0	0.2	3
15	0.55942192263612	1	6	3	61	"2;1"	"id_413"	100	5	1	0	0.2	3
16	0.555177010459253	2	-2	3	59	"2;1"	"id_413"	100	5	1	0	0.2	3
17	0.777858563925884	1	4	3	63	"2;1"	"id_413"	100	5	1	0	0.2	3
18	0.684359085356573	2	4	3	67	"2;1"	"id_413"	100	5	1	0	0.2	3
19	1.022205566671	2	7	3	74	"2;1"	"id_413"	100	5	1	0	0.2	3
20	1.18352563758927	2	4	3	78	"2;1"	"id_413"	100	5	1	0	0.2	3
