"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.955624391151968	2	5	1	5	"1;2"	"id_184"	0	1	NA	0	1	3
2	1.01289467948011	2	7	1	12	"1;2"	"id_184"	0	1	NA	0	1	3
3	0.608508171731224	1	4	1	16	"1;2"	"id_184"	0	1	NA	0	1	3
4	0.664831404043594	2	4	1	20	"1;2"	"id_184"	0	1	NA	0	1	3
5	1.15554865909553	2	6	1	26	"1;2"	"id_184"	0	1	NA	0	1	3
6	0.725634375371668	2	2	1	28	"1;2"	"id_184"	0	1	NA	0	1	3
7	0.87415392643056	2	4	1	32	"1;2"	"id_184"	0	1	NA	0	1	3
8	0.5	2	4	1	36	"1;2"	"id_184"	0	1	NA	0	1	3
9	1.14627165668875	2	6	1	42	"1;2"	"id_184"	0	1	NA	0	1	3
10	0.557456897687176	2	5	1	47	"1;2"	"id_184"	0	1	NA	0	1	3
11	1.10138663788864	1	4	1	51	"1;2"	"id_184"	0	1	NA	0	1	3
12	0.783134747451745	2	4	1	55	"1;2"	"id_184"	0	1	NA	0	1	3
13	0.723507431058032	2	5	1	60	"1;2"	"id_184"	0	1	NA	0	1	3
14	0.5	2	4	1	64	"1;2"	"id_184"	0	1	NA	0	1	3
15	0.530147194704214	2	4	1	68	"1;2"	"id_184"	0	1	NA	0	1	3
16	0.5	2	3	1	71	"1;2"	"id_184"	0	1	NA	0	1	3
17	1.18085244585802	2	3	1	74	"1;2"	"id_184"	0	1	NA	0	1	3
18	0.758949959778437	2	1	1	75	"1;2"	"id_184"	0	1	NA	0	1	3
19	0.775963227810086	2	5	1	80	"1;2"	"id_184"	0	1	NA	0	1	3
20	0.915984776692775	2	2	1	82	"1;2"	"id_184"	0	1	NA	0	1	3
1	0.823864788825632	1	7	2	7	"1;2"	"id_184"	0	1	NA	0	1	3
2	0.630181354833189	1	6	2	13	"1;2"	"id_184"	0	1	NA	0	1	3
3	0.640571828940556	1	5	2	18	"1;2"	"id_184"	0	1	NA	0	1	3
4	0.61208922747935	1	2	2	20	"1;2"	"id_184"	0	1	NA	0	1	3
5	0.978589441217067	2	-13	2	7	"1;2"	"id_184"	0	1	NA	0	1	3
6	1.33328005317234	1	3	2	10	"1;2"	"id_184"	0	1	NA	0	1	3
7	1.04047041503784	2	6	2	16	"1;2"	"id_184"	0	1	NA	0	1	3
8	0.959401699660775	1	6	2	22	"1;2"	"id_184"	0	1	NA	0	1	3
9	0.55058966138394	1	-2	2	20	"1;2"	"id_184"	0	1	NA	0	1	3
10	0.964323975566934	1	2	2	22	"1;2"	"id_184"	0	1	NA	0	1	3
11	1.29400218855541	1	4	2	26	"1;2"	"id_184"	0	1	NA	0	1	3
12	0.957053159065535	2	24	2	50	"1;2"	"id_184"	0	1	NA	0	1	3
13	0.657118996886746	2	20	2	70	"1;2"	"id_184"	0	1	NA	0	1	3
14	0.5	2	7	2	77	"1;2"	"id_184"	0	1	NA	0	1	3
15	0.829745707460593	2	-10	2	67	"1;2"	"id_184"	0	1	NA	0	1	3
16	1.01025754471243	2	5	2	72	"1;2"	"id_184"	0	1	NA	0	1	3
