"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.856426659840147	1	2	1	2	"1;2"	"id_114"	100	6	1	0	0.2	2
2	0.957167234436084	2	4	1	6	"1;2"	"id_114"	100	6	1	0	0.2	2
3	1.32153962311935	1	1	1	7	"1;2"	"id_114"	100	6	1	0	0.2	2
4	1.11018650884877	1	0	1	7	"1;2"	"id_114"	100	6	1	0	0.2	2
5	0.835100909455672	1	1	1	8	"1;2"	"id_114"	100	6	1	0	0.2	2
6	1.06831152241722	2	3	1	11	"1;2"	"id_114"	100	6	1	0	0.2	2
7	1.01212962104721	2	5	1	16	"1;2"	"id_114"	100	6	1	0	0.2	2
8	0.612090173923417	2	4	1	20	"1;2"	"id_114"	100	6	1	0	0.2	2
9	0.714944337716072	2	4	1	24	"1;2"	"id_114"	100	6	1	0	0.2	2
10	0.70226532460127	2	5	1	29	"1;2"	"id_114"	100	6	1	0	0.2	2
11	0.97179311328388	2	4	1	33	"1;2"	"id_114"	100	6	1	0	0.2	2
12	0.5	1	3	1	36	"1;2"	"id_114"	100	6	1	0	0.2	2
13	1.02589933290689	2	2	1	38	"1;2"	"id_114"	100	6	1	0	0.2	2
14	0.726058465798461	1	3	1	41	"1;2"	"id_114"	100	6	1	0	0.2	2
15	0.588162754086445	1	1	1	42	"1;2"	"id_114"	100	6	1	0	0.2	2
16	0.803802182549525	2	1	1	43	"1;2"	"id_114"	100	6	1	0	0.2	2
17	1.00538689351195	2	4	1	47	"1;2"	"id_114"	100	6	1	0	0.2	2
18	0.641973903333601	2	3	1	50	"1;2"	"id_114"	100	6	1	0	0.2	2
19	0.598522920610186	2	1	1	51	"1;2"	"id_114"	100	6	1	0	0.2	2
20	0.5	2	-1	1	50	"1;2"	"id_114"	100	6	1	0	0.2	2
1	0.60708558194132	2	-2	2	-2	"1;2"	"id_114"	100	6	1	0	0.2	2
2	0.815535570227493	2	-21	2	-23	"1;2"	"id_114"	100	6	1	0	0.2	2
3	0.599690466071204	2	13	2	-10	"1;2"	"id_114"	100	6	1	0	0.2	2
4	0.770122106971103	2	10	2	0	"1;2"	"id_114"	100	6	1	0	0.2	2
5	0.763495822866221	1	5	2	5	"1;2"	"id_114"	100	6	1	0	0.2	2
6	0.5	2	11	2	16	"1;2"	"id_114"	100	6	1	0	0.2	2
7	1.00384088519482	1	1	2	17	"1;2"	"id_114"	100	6	1	0	0.2	2
8	1.04487829677221	2	-8	2	9	"1;2"	"id_114"	100	6	1	0	0.2	2
9	0.918542425633665	2	9	2	18	"1;2"	"id_114"	100	6	1	0	0.2	2
10	0.5	1	3	2	21	"1;2"	"id_114"	100	6	1	0	0.2	2
11	0.74661591946981	1	4	2	25	"1;2"	"id_114"	100	6	1	0	0.2	2
12	0.986338918195691	2	-23	2	2	"1;2"	"id_114"	100	6	1	0	0.2	2
13	0.853076967792837	1	4	2	6	"1;2"	"id_114"	100	6	1	0	0.2	2
14	0.5	2	-6	2	0	"1;2"	"id_114"	100	6	1	0	0.2	2
15	1.08551208528395	2	-6	2	-6	"1;2"	"id_114"	100	6	1	0	0.2	2
16	0.844603790638519	1	4	2	-2	"1;2"	"id_114"	100	6	1	0	0.2	2
17	0.681071350474462	1	-1	2	-3	"1;2"	"id_114"	100	6	1	0	0.2	2
18	1.06975530014154	2	5	2	2	"1;2"	"id_114"	100	6	1	0	0.2	2
19	0.681093689971355	1	6	2	8	"1;2"	"id_114"	100	6	1	0	0.2	2
20	0.992020456093605	1	5	2	13	"1;2"	"id_114"	100	6	1	0	0.2	2
21	1.02538644332936	2	6	2	19	"1;2"	"id_114"	100	6	1	0	0.2	2
22	1.1674273658668	1	2	2	21	"1;2"	"id_114"	100	6	1	0	0.2	2
23	0.502178655198308	1	-2	2	19	"1;2"	"id_114"	100	6	1	0	0.2	2
24	0.565481009763645	1	3	2	22	"1;2"	"id_114"	100	6	1	0	0.2	2
25	0.635609378988539	2	-5	2	17	"1;2"	"id_114"	100	6	1	0	0.2	2
1	0.667860569974173	2	14	3	14	"1;2"	"id_114"	100	6	1	0	0.2	2
2	0.5	2	-5	3	9	"1;2"	"id_114"	100	6	1	0	0.2	2
3	0.620453799521736	2	14	3	23	"1;2"	"id_114"	100	6	1	0	0.2	2
4	0.860480592218083	1	3	3	26	"1;2"	"id_114"	100	6	1	0	0.2	2
5	0.797927497129871	1	4	3	30	"1;2"	"id_114"	100	6	1	0	0.2	2
6	0.5	2	3	3	33	"1;2"	"id_114"	100	6	1	0	0.2	2
7	0.535296016713907	1	5	3	38	"1;2"	"id_114"	100	6	1	0	0.2	2
8	0.519611158930771	2	2	3	40	"1;2"	"id_114"	100	6	1	0	0.2	2
9	0.712032278603997	2	-6	3	34	"1;2"	"id_114"	100	6	1	0	0.2	2
10	0.630660055101303	1	2	3	36	"1;2"	"id_114"	100	6	1	0	0.2	2
11	1.06993615111436	1	-1	3	35	"1;2"	"id_114"	100	6	1	0	0.2	2
12	0.55677161614749	2	-10	3	25	"1;2"	"id_114"	100	6	1	0	0.2	2
13	0.871846753591982	2	9	3	34	"1;2"	"id_114"	100	6	1	0	0.2	2
14	0.987678425929776	1	1	3	35	"1;2"	"id_114"	100	6	1	0	0.2	2
15	0.922978609994228	1	3	3	38	"1;2"	"id_114"	100	6	1	0	0.2	2
16	1.29474190886262	1	3	3	41	"1;2"	"id_114"	100	6	1	0	0.2	2
17	0.734218583691711	2	2	3	43	"1;2"	"id_114"	100	6	1	0	0.2	2
18	0.5	2	9	3	52	"1;2"	"id_114"	100	6	1	0	0.2	2
19	0.994370943806168	2	-4	3	48	"1;2"	"id_114"	100	6	1	0	0.2	2
20	1.06591239457086	1	0	3	48	"1;2"	"id_114"	100	6	1	0	0.2	2
21	0.974436452834474	2	6	3	54	"1;2"	"id_114"	100	6	1	0	0.2	2
22	0.964676692174124	2	1	3	55	"1;2"	"id_114"	100	6	1	0	0.2	2
23	0.798470006025614	1	2	3	57	"1;2"	"id_114"	100	6	1	0	0.2	2
24	0.959076834021517	1	6	3	63	"1;2"	"id_114"	100	6	1	0	0.2	2
25	0.621144161495908	1	8	3	71	"1;2"	"id_114"	100	6	1	0	0.2	2
1	0.746878647454345	1	3	4	3	"1;2"	"id_114"	100	6	1	0	0.2	2
2	1.24035317912446	1	3	4	6	"1;2"	"id_114"	100	6	1	0	0.2	2
3	0.652727734596474	2	7	4	13	"1;2"	"id_114"	100	6	1	0	0.2	2
