"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.786966079921028	2	7	1	7	"2;1"	"id_283"	0	2	NA	0	0.69	2
2	0.5	2	6	1	13	"2;1"	"id_283"	0	2	NA	0	0.69	2
3	0.89892002060842	1	4	1	17	"2;1"	"id_283"	0	2	NA	0	0.69	2
4	0.778646121212628	2	4	1	21	"2;1"	"id_283"	0	2	NA	0	0.69	2
5	0.78475277437429	1	2	1	23	"2;1"	"id_283"	0	2	NA	0	0.69	2
6	0.5	1	6	1	29	"2;1"	"id_283"	0	2	NA	0	0.69	2
7	0.843637680452494	1	4	1	33	"2;1"	"id_283"	0	2	NA	0	0.69	2
8	0.675561882445886	2	1	1	34	"2;1"	"id_283"	0	2	NA	0	0.69	2
9	0.5	2	6	1	40	"2;1"	"id_283"	0	2	NA	0	0.69	2
10	0.847284309846554	2	4	1	44	"2;1"	"id_283"	0	2	NA	0	0.69	2
11	0.929652411544084	1	2	1	46	"2;1"	"id_283"	0	2	NA	0	0.69	2
12	0.859914691655606	1	5	1	51	"2;1"	"id_283"	0	2	NA	0	0.69	2
13	0.638301445059392	2	5	1	56	"2;1"	"id_283"	0	2	NA	0	0.69	2
14	0.585408280754359	2	1	1	57	"2;1"	"id_283"	0	2	NA	0	0.69	2
15	0.818791162180013	1	5	1	62	"2;1"	"id_283"	0	2	NA	0	0.69	2
16	1.15083270589615	1	0	1	62	"2;1"	"id_283"	0	2	NA	0	0.69	2
17	0.967657556676281	2	2	1	64	"2;1"	"id_283"	0	2	NA	0	0.69	2
18	0.5	2	3	1	67	"2;1"	"id_283"	0	2	NA	0	0.69	2
19	0.717550942284371	1	3	1	70	"2;1"	"id_283"	0	2	NA	0	0.69	2
20	0.5	1	1	1	71	"2;1"	"id_283"	0	2	NA	0	0.69	2
1	1.1753322272069	2	-3	2	-3	"1;2"	"id_283"	0	2	NA	0	0.69	2
2	1.17949212779962	1	0	2	-3	"1;2"	"id_283"	0	2	NA	0	0.69	2
3	0.846790746624569	1	6	2	3	"1;2"	"id_283"	0	2	NA	0	0.69	2
4	0.785620738376333	2	-11	2	-8	"1;2"	"id_283"	0	2	NA	0	0.69	2
5	0.642477833094138	2	5	2	-3	"1;2"	"id_283"	0	2	NA	0	0.69	2
6	0.776747753845439	2	13	2	10	"1;2"	"id_283"	0	2	NA	0	0.69	2
7	0.723203641918142	1	5	2	15	"1;2"	"id_283"	0	2	NA	0	0.69	2
8	1.18113312261058	2	7	2	22	"1;2"	"id_283"	0	2	NA	0	0.69	2
9	0.504407208318656	1	2	2	24	"1;2"	"id_283"	0	2	NA	0	0.69	2
