"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.700272555191717	2	3	1	3	"2;1"	"id_255"	100	4	9	0	1.8	3
2	0.998629865163946	1	1	1	4	"2;1"	"id_255"	100	4	9	0	1.8	3
3	0.883083150102539	2	2	1	6	"2;1"	"id_255"	100	4	9	0	1.8	3
4	0.860436113414315	1	2	1	8	"2;1"	"id_255"	100	4	9	0	1.8	3
5	0.709268554751715	1	5	1	13	"2;1"	"id_255"	100	4	9	0	1.8	3
6	0.624349206427027	1	3	1	16	"2;1"	"id_255"	100	4	9	0	1.8	3
7	0.5	2	-2	1	14	"2;1"	"id_255"	100	4	9	0	1.8	3
8	0.5	1	6	1	20	"2;1"	"id_255"	100	4	9	0	1.8	3
9	0.5	2	2	1	22	"2;1"	"id_255"	100	4	9	0	1.8	3
10	1.07702194841493	1	1	1	23	"2;1"	"id_255"	100	4	9	0	1.8	3
11	0.806499963910431	2	2	1	25	"2;1"	"id_255"	100	4	9	0	1.8	3
12	0.758848452629975	1	3	1	28	"2;1"	"id_255"	100	4	9	0	1.8	3
13	0.757278911706081	1	2	1	30	"2;1"	"id_255"	100	4	9	0	1.8	3
14	0.599819353910724	2	4	1	34	"2;1"	"id_255"	100	4	9	0	1.8	3
15	1.09558981100237	1	1	1	35	"2;1"	"id_255"	100	4	9	0	1.8	3
16	0.903538263663591	2	2	1	37	"2;1"	"id_255"	100	4	9	0	1.8	3
17	0.840944811720152	2	5	1	42	"2;1"	"id_255"	100	4	9	0	1.8	3
18	0.577517404703567	1	2	1	44	"2;1"	"id_255"	100	4	9	0	1.8	3
19	0.709029624403639	1	4	1	48	"2;1"	"id_255"	100	4	9	0	1.8	3
20	1.05932484337194	2	3	1	51	"2;1"	"id_255"	100	4	9	0	1.8	3
1	0.5	2	9	2	9	"1;2"	"id_255"	100	4	9	0	1.8	3
2	0.996195166919972	2	8	2	17	"1;2"	"id_255"	100	4	9	0	1.8	3
3	1.22553777791308	1	0	2	17	"1;2"	"id_255"	100	4	9	0	1.8	3
4	0.544854156521063	1	6	2	23	"1;2"	"id_255"	100	4	9	0	1.8	3
5	0.683178014939528	1	3	2	26	"1;2"	"id_255"	100	4	9	0	1.8	3
6	1.24580476455471	1	6	2	32	"1;2"	"id_255"	100	4	9	0	1.8	3
7	0.704996191843567	2	6	2	38	"1;2"	"id_255"	100	4	9	0	1.8	3
8	0.5	2	-14	2	24	"1;2"	"id_255"	100	4	9	0	1.8	3
9	0.82595659500733	1	-1	2	23	"1;2"	"id_255"	100	4	9	0	1.8	3
10	0.612837645221889	2	3	2	26	"1;2"	"id_255"	100	4	9	0	1.8	3
11	0.844346366265862	2	14	2	40	"1;2"	"id_255"	100	4	9	0	1.8	3
12	0.696077252644787	1	5	2	45	"1;2"	"id_255"	100	4	9	0	1.8	3
