"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.828975907951055	2	1	1	1	"2;1"	"id_444"	0	1	NA	0	0.96	3
2	0.651798607740701	2	2	1	3	"2;1"	"id_444"	0	1	NA	0	0.96	3
3	0.648240284878321	2	5	1	8	"2;1"	"id_444"	0	1	NA	0	0.96	3
4	0.5	1	4	1	12	"2;1"	"id_444"	0	1	NA	0	0.96	3
5	0.817987147562763	1	1	1	13	"2;1"	"id_444"	0	1	NA	0	0.96	3
6	0.628145157941972	2	5	1	18	"2;1"	"id_444"	0	1	NA	0	0.96	3
7	0.926538268842222	1	3	1	21	"2;1"	"id_444"	0	1	NA	0	0.96	3
8	1.21572589270332	2	2	1	23	"2;1"	"id_444"	0	1	NA	0	0.96	3
9	1.01944017155956	2	3	1	26	"2;1"	"id_444"	0	1	NA	0	0.96	3
10	0.5	1	2	1	28	"2;1"	"id_444"	0	1	NA	0	0.96	3
11	0.990669809076285	1	0	1	28	"2;1"	"id_444"	0	1	NA	0	0.96	3
12	0.779873030335383	2	1	1	29	"2;1"	"id_444"	0	1	NA	0	0.96	3
13	0.602982522293846	1	4	1	33	"2;1"	"id_444"	0	1	NA	0	0.96	3
14	0.5	2	2	1	35	"2;1"	"id_444"	0	1	NA	0	0.96	3
15	1.07877181118383	2	2	1	37	"2;1"	"id_444"	0	1	NA	0	0.96	3
16	0.604780852084213	1	4	1	41	"2;1"	"id_444"	0	1	NA	0	0.96	3
17	0.811423845417357	2	1	1	42	"2;1"	"id_444"	0	1	NA	0	0.96	3
18	1.19720092645071	2	4	1	46	"2;1"	"id_444"	0	1	NA	0	0.96	3
19	0.811912508054647	1	5	1	51	"2;1"	"id_444"	0	1	NA	0	0.96	3
20	1.28141150414864	1	-2	1	49	"2;1"	"id_444"	0	1	NA	0	0.96	3
1	1.01677721981614	2	5	2	5	"1;2"	"id_444"	0	1	NA	0	0.96	3
2	0.5	2	-5	2	0	"1;2"	"id_444"	0	1	NA	0	0.96	3
3	0.654001563121592	1	2	2	2	"1;2"	"id_444"	0	1	NA	0	0.96	3
4	0.70594447797373	1	6	2	8	"1;2"	"id_444"	0	1	NA	0	0.96	3
5	0.752309336042948	2	17	2	25	"1;2"	"id_444"	0	1	NA	0	0.96	3
6	0.908928898248515	1	3	2	28	"1;2"	"id_444"	0	1	NA	0	0.96	3
7	1.00808116311139	1	2	2	30	"1;2"	"id_444"	0	1	NA	0	0.96	3
8	1.04666633548693	1	7	2	37	"1;2"	"id_444"	0	1	NA	0	0.96	3
9	0.742241407427606	2	0	2	37	"1;2"	"id_444"	0	1	NA	0	0.96	3
10	0.826697646708548	1	4	2	41	"1;2"	"id_444"	0	1	NA	0	0.96	3
11	0.5	2	14	2	55	"1;2"	"id_444"	0	1	NA	0	0.96	3
12	0.92374717211401	1	6	2	61	"1;2"	"id_444"	0	1	NA	0	0.96	3
13	0.684439873912231	2	-18	2	43	"1;2"	"id_444"	0	1	NA	0	0.96	3
14	0.5	1	3	2	46	"1;2"	"id_444"	0	1	NA	0	0.96	3
15	1.07885018075621	1	5	2	51	"1;2"	"id_444"	0	1	NA	0	0.96	3
16	0.652958931934608	1	5	2	56	"1;2"	"id_444"	0	1	NA	0	0.96	3
17	1.00396016625337	1	3	2	59	"1;2"	"id_444"	0	1	NA	0	0.96	3
18	0.5	1	-1	2	58	"1;2"	"id_444"	0	1	NA	0	0.96	3
19	0.830870862768848	1	3	2	61	"1;2"	"id_444"	0	1	NA	0	0.96	3
20	0.512545279232508	1	5	2	66	"1;2"	"id_444"	0	1	NA	0	0.96	3
