"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	0.916548199346718	1	0	1	0	"1;2"	"id_419"	0	3	NA	1	0.72	1
2	0.5	1	0	1	0	"1;2"	"id_419"	0	3	NA	1	0.72	1
3	0.662594427678363	1	4	1	4	"1;2"	"id_419"	0	3	NA	1	0.72	1
4	0.751364865251563	2	2	1	6	"1;2"	"id_419"	0	3	NA	1	0.72	1
5	0.673613626190033	1	3	1	9	"1;2"	"id_419"	0	3	NA	1	0.72	1
6	1.19433206382721	1	2	1	11	"1;2"	"id_419"	0	3	NA	1	0.72	1
7	0.501443735706259	1	-1	1	10	"1;2"	"id_419"	0	3	NA	1	0.72	1
8	0.5	2	5	1	15	"1;2"	"id_419"	0	3	NA	1	0.72	1
9	0.860163626959047	2	3	1	18	"1;2"	"id_419"	0	3	NA	1	0.72	1
10	1.0012893907992	1	-1	1	17	"1;2"	"id_419"	0	3	NA	1	0.72	1
11	0.616494438318292	1	5	1	22	"1;2"	"id_419"	0	3	NA	1	0.72	1
12	1.34093938891352	2	2	1	24	"1;2"	"id_419"	0	3	NA	1	0.72	1
13	0.828737876699178	2	6	1	30	"1;2"	"id_419"	0	3	NA	1	0.72	1
14	0.60433367296983	1	5	1	35	"1;2"	"id_419"	0	3	NA	1	0.72	1
15	0.780374202555187	2	5	1	40	"1;2"	"id_419"	0	3	NA	1	0.72	1
16	0.918402588245763	2	3	1	43	"1;2"	"id_419"	0	3	NA	1	0.72	1
17	0.585690385522041	1	-1	1	42	"1;2"	"id_419"	0	3	NA	1	0.72	1
18	0.801683856036003	1	3	1	45	"1;2"	"id_419"	0	3	NA	1	0.72	1
19	0.5	1	5	1	50	"1;2"	"id_419"	0	3	NA	1	0.72	1
20	0.825835754071841	1	0	1	50	"1;2"	"id_419"	0	3	NA	1	0.72	1
1	0.5	2	15	2	15	"1;2"	"id_419"	0	3	NA	1	0.72	1
2	0.689658459407955	1	0	2	15	"1;2"	"id_419"	0	3	NA	1	0.72	1
3	1.12972201901838	2	7	2	22	"1;2"	"id_419"	0	3	NA	1	0.72	1
4	1.08876108969786	2	17	2	39	"1;2"	"id_419"	0	3	NA	1	0.72	1
5	1.13394636575919	1	0	2	39	"1;2"	"id_419"	0	3	NA	1	0.72	1
6	0.749765603256719	1	7	2	46	"1;2"	"id_419"	0	3	NA	1	0.72	1
7	0.54320323170966	2	18	2	64	"1;2"	"id_419"	0	3	NA	1	0.72	1
8	1.11204990145116	1	2	2	66	"1;2"	"id_419"	0	3	NA	1	0.72	1
9	0.810426068367056	1	-1	2	65	"1;2"	"id_419"	0	3	NA	1	0.72	1
10	0.894752416783049	2	1	2	66	"1;2"	"id_419"	0	3	NA	1	0.72	1
11	0.721702919488264	2	-5	2	61	"1;2"	"id_419"	0	3	NA	1	0.72	1
12	0.60985838122294	1	0	2	61	"1;2"	"id_419"	0	3	NA	1	0.72	1
13	0.5	1	1	2	62	"1;2"	"id_419"	0	3	NA	1	0.72	1
14	0.936277548039388	1	0	2	62	"1;2"	"id_419"	0	3	NA	1	0.72	1
15	1.24641863354554	1	6	2	68	"1;2"	"id_419"	0	3	NA	1	0.72	1
16	0.564325071766683	1	-1	2	67	"1;2"	"id_419"	0	3	NA	1	0.72	1
17	0.605867988012923	2	-9	2	58	"1;2"	"id_419"	0	3	NA	1	0.72	1
18	0.709049965971191	2	5	2	63	"1;2"	"id_419"	0	3	NA	1	0.72	1
19	0.768911754905663	1	-1	2	62	"1;2"	"id_419"	0	3	NA	1	0.72	1
20	0.5	1	4	2	66	"1;2"	"id_419"	0	3	NA	1	0.72	1
21	0.750788493668457	1	3	2	69	"1;2"	"id_419"	0	3	NA	1	0.72	1
22	0.606597426659535	1	2	2	71	"1;2"	"id_419"	0	3	NA	1	0.72	1
23	0.554155306340656	2	24	2	95	"1;2"	"id_419"	0	3	NA	1	0.72	1
24	0.735259044832667	1	5	2	100	"1;2"	"id_419"	0	3	NA	1	0.72	1
25	0.788360156763721	1	5	2	105	"1;2"	"id_419"	0	3	NA	1	0.72	1
1	0.84952347282124	1	-6	3	-6	"2;1"	"id_419"	0	3	NA	1	0.72	1
2	1.02462784898183	2	4	3	-2	"2;1"	"id_419"	0	3	NA	1	0.72	1
3	1.19145147264151	2	1	3	-1	"2;1"	"id_419"	0	3	NA	1	0.72	1
4	0.867457953861403	2	2	3	1	"2;1"	"id_419"	0	3	NA	1	0.72	1
5	0.676993600908911	1	18	3	19	"2;1"	"id_419"	0	3	NA	1	0.72	1
