"trial"	"time"	"selection"	"outcome"	"game"	"points.cum"	"option.order"	"workerid"	"goal"	"condition"	"n.goals.reached"	"checkFails"	"payout"	"which.high.ev"
1	1.25526696640124	2	2	1	2	"2;1"	"id_089"	100	6	4	0	0.8	1
2	0.825077297194473	2	2	1	4	"2;1"	"id_089"	100	6	4	0	0.8	1
3	0.802189251650678	2	2	1	6	"2;1"	"id_089"	100	6	4	0	0.8	1
4	0.604000965457337	1	5	1	11	"2;1"	"id_089"	100	6	4	0	0.8	1
5	0.809706965265637	1	1	1	12	"2;1"	"id_089"	100	6	4	0	0.8	1
6	0.723196939962905	1	2	1	14	"2;1"	"id_089"	100	6	4	0	0.8	1
7	0.5	1	4	1	18	"2;1"	"id_089"	100	6	4	0	0.8	1
8	0.820873760474045	1	1	1	19	"2;1"	"id_089"	100	6	4	0	0.8	1
9	0.808159380366039	2	5	1	24	"2;1"	"id_089"	100	6	4	0	0.8	1
10	0.873984832260378	2	3	1	27	"2;1"	"id_089"	100	6	4	0	0.8	1
11	1.08205257825926	2	2	1	29	"2;1"	"id_089"	100	6	4	0	0.8	1
12	1.51328188402169	1	1	1	30	"2;1"	"id_089"	100	6	4	0	0.8	1
13	1.25561576290244	1	3	1	33	"2;1"	"id_089"	100	6	4	0	0.8	1
14	0.697428990461019	1	2	1	35	"2;1"	"id_089"	100	6	4	0	0.8	1
15	0.5	2	2	1	37	"2;1"	"id_089"	100	6	4	0	0.8	1
16	0.894766446770077	2	1	1	38	"2;1"	"id_089"	100	6	4	0	0.8	1
17	0.911670503247085	2	4	1	42	"2;1"	"id_089"	100	6	4	0	0.8	1
18	0.5	1	2	1	44	"2;1"	"id_089"	100	6	4	0	0.8	1
19	1.24345795465712	2	3	1	47	"2;1"	"id_089"	100	6	4	0	0.8	1
20	1.17092487377343	1	4	1	51	"2;1"	"id_089"	100	6	4	0	0.8	1
1	0.881331975406557	1	27	2	27	"2;1"	"id_089"	100	6	4	0	0.8	1
2	0.707165324664076	2	2	2	29	"2;1"	"id_089"	100	6	4	0	0.8	1
3	1.11938877646902	2	0	2	29	"2;1"	"id_089"	100	6	4	0	0.8	1
4	0.605098185772797	1	35	2	64	"2;1"	"id_089"	100	6	4	0	0.8	1
5	0.626539737283435	1	-2	2	62	"2;1"	"id_089"	100	6	4	0	0.8	1
6	0.711629270033458	2	3	2	65	"2;1"	"id_089"	100	6	4	0	0.8	1
7	0.936116752655594	2	3	2	68	"2;1"	"id_089"	100	6	4	0	0.8	1
8	0.713202635819784	2	1	2	69	"2;1"	"id_089"	100	6	4	0	0.8	1
9	1.09335021943575	1	13	2	82	"2;1"	"id_089"	100	6	4	0	0.8	1
10	1.16836739043477	2	5	2	87	"2;1"	"id_089"	100	6	4	0	0.8	1
11	1.01941060057317	2	0	2	87	"2;1"	"id_089"	100	6	4	0	0.8	1
12	0.995452943837034	1	-1	2	86	"2;1"	"id_089"	100	6	4	0	0.8	1
13	1.11566838769842	1	3	2	89	"2;1"	"id_089"	100	6	4	0	0.8	1
14	0.801559090567512	2	3	2	92	"2;1"	"id_089"	100	6	4	0	0.8	1
15	1.11611981962282	2	6	2	98	"2;1"	"id_089"	100	6	4	0	0.8	1
16	1.09893324207761	2	1	2	99	"2;1"	"id_089"	100	6	4	0	0.8	1
17	0.892341391001985	2	0	2	99	"2;1"	"id_089"	100	6	4	0	0.8	1
18	1.05277444693575	2	4	2	103	"2;1"	"id_089"	100	6	4	0	0.8	1
19	0.673731957788443	2	2	2	105	"2;1"	"id_089"	100	6	4	0	0.8	1
20	0.772500402655992	1	0	2	105	"2;1"	"id_089"	100	6	4	0	0.8	1
21	0.62439065486614	2	0	2	105	"2;1"	"id_089"	100	6	4	0	0.8	1
22	0.647765780642062	2	4	2	109	"2;1"	"id_089"	100	6	4	0	0.8	1
23	0.989826622536998	2	0	2	109	"2;1"	"id_089"	100	6	4	0	0.8	1
24	0.914186718261255	2	3	2	112	"2;1"	"id_089"	100	6	4	0	0.8	1
25	0.761125130743037	1	19	2	131	"2;1"	"id_089"	100	6	4	0	0.8	1
1	0.766003075885269	1	3	3	3	"1;2"	"id_089"	100	6	4	0	0.8	1
2	0.718309250739416	2	-4	3	-1	"1;2"	"id_089"	100	6	4	0	0.8	1
3	0.724976982270582	2	12	3	11	"1;2"	"id_089"	100	6	4	0	0.8	1
4	0.935362792493983	2	10	3	21	"1;2"	"id_089"	100	6	4	0	0.8	1
5	0.531544255011293	2	15	3	36	"1;2"	"id_089"	100	6	4	0	0.8	1
6	0.673560713734045	2	24	3	60	"1;2"	"id_089"	100	6	4	0	0.8	1
7	0.846367272001095	2	16	3	76	"1;2"	"id_089"	100	6	4	0	0.8	1
8	0.90979327561777	2	23	3	99	"1;2"	"id_089"	100	6	4	0	0.8	1
9	0.823240968182844	2	0	3	99	"1;2"	"id_089"	100	6	4	0	0.8	1
10	0.947143477595053	2	9	3	108	"1;2"	"id_089"	100	6	4	0	0.8	1
11	0.980489652169998	1	3	3	111	"1;2"	"id_089"	100	6	4	0	0.8	1
12	0.61948418655152	1	7	3	118	"1;2"	"id_089"	100	6	4	0	0.8	1
13	0.907929953734184	1	4	3	122	"1;2"	"id_089"	100	6	4	0	0.8	1
14	0.734135753988641	2	14	3	136	"1;2"	"id_089"	100	6	4	0	0.8	1
15	0.719778317812131	1	5	3	141	"1;2"	"id_089"	100	6	4	0	0.8	1
16	0.625258052771332	1	3	3	144	"1;2"	"id_089"	100	6	4	0	0.8	1
17	0.758818568780967	2	30	3	174	"1;2"	"id_089"	100	6	4	0	0.8	1
18	0.819337570541797	1	2	3	176	"1;2"	"id_089"	100	6	4	0	0.8	1
19	0.573827008856751	2	7	3	183	"1;2"	"id_089"	100	6	4	0	0.8	1
20	0.919229689069175	1	0	3	183	"1;2"	"id_089"	100	6	4	0	0.8	1
21	0.933109630450077	2	-18	3	165	"1;2"	"id_089"	100	6	4	0	0.8	1
22	0.610368846192326	2	18	3	183	"1;2"	"id_089"	100	6	4	0	0.8	1
23	0.612235935351839	2	6	3	189	"1;2"	"id_089"	100	6	4	0	0.8	1
24	1.16248420698789	1	-1	3	188	"1;2"	"id_089"	100	6	4	0	0.8	1
25	0.883084052553806	1	4	3	192	"1;2"	"id_089"	100	6	4	0	0.8	1
1	1.06297999170094	2	5	4	5	"2;1"	"id_089"	100	6	4	0	0.8	1
